gene_name,TCGA-COAD(Asian)(11)
PPRC1,0.090909091
LDB1,0.090909091
ASIC2,0.090909091
ZFYVE27,0.090909091
FOXN1,0.090909091
TEX36,0.090909091
MMP21,0.090909091
C10orf62,0.090909091
TAF15,0.090909091
SLC13A2,0.090909091
MMS19,0.090909091
RDM1,0.090909091
DHX32,0.090909091
CCL16,0.090909091
RRP12,0.090909091
FRAT1,0.090909091
ARHGAP19,0.090909091
FANK1,0.090909091
PIK3AP1,0.090909091
C10orf90,0.090909091
DOCK1,0.090909091
CC2D2B,0.090909091
C10orf131,0.090909091
CCL3L3,0.090909091
ENTPD1,0.090909091
TCTN3,0.090909091
ALDH18A1,0.090909091
PDLIM1,0.090909091
CLRN3,0.090909091
CYP2C19,0.090909091
ZRANB1,0.090909091
PEX12,0.090909091
SLFN14,0.090909091
SPAG5,0.090909091
MGEA5,0.090909091
CCL2,0.090909091
FGF8,0.090909091
CCL11,0.090909091
KIAA0100,0.090909091
BTRC,0.090909091
CCL1,0.090909091
CCT6B,0.090909091
PDZD7,0.090909091
CHST15,0.090909091
OAT,0.090909091
SEMA4G,0.090909091
FAM178A,0.090909091
CNNM1,0.090909091
PAX2,0.090909091
LHPP,0.090909091
NDUFB8,0.090909091
SEC31B,0.090909091
WNT8B,0.090909091
FNDC8,0.090909091
CWF19L1,0.090909091
CHUK,0.090909091
METTL10,0.090909091
PIGS,0.090909091
SLC25A28,0.090909091
SLFN12,0.090909091
RPLP2,0.090909091
PNPLA2,0.090909091
ARHGAP44,0.090909091
OR51G1,0.090909091
OR51A2,0.090909091
PLCD3,0.090909091
ACBD4,0.090909091
TAF3,0.090909091
HEXIM1,0.090909091
ITIH2,0.090909091
ITIH5,0.090909091
SPATA32,0.090909091
PLEKHM1,0.090909091
FBXO18,0.090909091
OR52A5,0.090909091
OR52A1,0.090909091
ASB13,0.090909091
NET1,0.090909091
TUBAL3,0.090909091
TNFRSF13B,0.090909091
AKR1C4,0.090909091
AKR1C3,0.090909091
AKR1C2,0.090909091
HBG1,0.090909091
MAPT,0.090909091
KRT16P2,0.090909091
KLF6,0.090909091
KANSL1,0.090909091
LRRC37A2,0.090909091
OR51B4,0.090909091
WDR37,0.090909091
OR51A4,0.090909091
KIF18B,0.090909091
OR51B2,0.090909091
UPF2,0.090909091
C11orf40,0.090909091
ST8SIA6,0.090909091
VIM,0.090909091
TRDMT1,0.090909091
SLC4A1,0.090909091
PTER,0.090909091
RAI1,0.090909091
ITGA8,0.090909091
RPP38,0.090909091
OR51E1,0.090909091
OLAH,0.090909091
MEIG1,0.090909091
DCLRE1C,0.090909091
SUV39H2,0.090909091
HSPA14,0.090909091
CDNF,0.090909091
MMP26,0.090909091
DBF4B,0.090909091
NT5M,0.090909091
PRPF18,0.090909091
OR51F2,0.090909091
PHYH,0.090909091
MCM10,0.090909091
OPTN,0.090909091
CDC123,0.090909091
OR51A7,0.090909091
OR51G2,0.090909091
IDI1,0.090909091
LARP4B,0.090909091
ARID5B,0.090909091
TEKT3,0.090909091
CALCOCO2,0.090909091
FAM160A2,0.090909091
CNGA4,0.090909091
CCKBR,0.090909091
C9orf163,0.090909091
SEC16A,0.090909091
IGF2BP1,0.090909091
SNAPC4,0.090909091
PHOSPHO1,0.090909091
HPX,0.090909091
CDRT15,0.090909091
NXPH3,0.090909091
NACC2,0.090909091
COX10,0.090909091
CAMSAP1,0.090909091
CDRT15P1,0.090909091
ILK,0.090909091
HS3ST3A1,0.090909091
DLX3,0.090909091
PDK2,0.090909091
PPP1R26,0.090909091
C9orf62,0.090909091
SAMD14,0.090909091
DCHS1,0.090909091
MRPL17,0.090909091
COL1A1,0.090909091
TMEM92,0.090909091
TTLL6,0.090909091
LCN15,0.090909091
DIP2C,0.090909091
RP11-385D13.1,0.090909091
TUBBP5,0.090909091
ARRDC1,0.090909091
ZMYND19,0.090909091
RP11-156P1.3,0.090909091
CDC27,0.090909091
PNPLA7,0.090909091
OR51Q1,0.090909091
EFCAB13,0.090909091
EXD3,0.090909091
NRARP,0.090909091
NPEPPS,0.090909091
ZNF624,0.090909091
ZNF287,0.090909091
LRRC46,0.090909091
TRIM6,0.090909091
TRIM22,0.090909091
OR56B1,0.090909091
SAPCD2,0.090909091
OR52N2,0.090909091
FUT7,0.090909091
ABCA2,0.090909091
ZNF286A,0.090909091
OR56A3,0.090909091
OR52L1,0.090909091
C8G,0.090909091
FBXW5,0.090909091
OR56A1,0.090909091
TMEM236,0.090909091
CACNB2,0.090909091
SREBF1,0.090909091
KRT16,0.090909091
KRT17,0.090909091
C10orf71,0.090909091
C10orf128,0.090909091
JUP,0.090909091
VSTM4,0.090909091
ARHGAP22,0.090909091
MAPK8,0.090909091
FRMPD2,0.090909091
EIF1,0.090909091
TOLLIP,0.090909091
MAPK7,0.090909091
EPN2,0.090909091
RBP3,0.090909091
ZNF488,0.090909091
ANXA8,0.090909091
KLHL10,0.090909091
KRTAP5-1,0.090909091
ACLY,0.090909091
CNP,0.090909091
DNAJC7,0.090909091
FAM35DP,0.090909091
ZNF385C,0.090909091
KRTAP5-5,0.090909091
GPRIN2,0.090909091
RAB5C,0.090909091
KCNH4,0.090909091
RN7SL248P,0.090909091
ERCC6,0.090909091
CHAT,0.090909091
TMUB2,0.090909091
C10orf53,0.090909091
C10orf107,0.090909091
TMEM26,0.090909091
RHOBTB1,0.090909091
CDK1,0.090909091
KRTAP17-1,0.090909091
KRT33A,0.090909091
KRT33B,0.090909091
PHYHIPL,0.090909091
BICC1,0.090909091
TFAM,0.090909091
KRT31,0.090909091
SLC47A1,0.090909091
ZWINT,0.090909091
DKK1,0.090909091
CSTF2T,0.090909091
PRKG1,0.090909091
A1CF,0.090909091
KRT37,0.090909091
KRT32,0.090909091
AP2A2,0.090909091
ASAH2,0.090909091
PARGP1,0.090909091
KRT15,0.090909091
KRT19,0.090909091
KRT9,0.090909091
PARG,0.090909091
OGDHL,0.090909091
KRTAP5-6,0.090909091
STAT5B,0.090909091
PTRF,0.090909091
FAM21C,0.090909091
ZEB1,0.090909091
ZNF438,0.090909091
OSBPL5,0.090909091
RND2,0.090909091
ART5,0.090909091
ARMC4,0.090909091
RAB18,0.090909091
PTCHD3,0.090909091
ARL4D,0.090909091
DHX8,0.090909091
FLII,0.090909091
YME1L1,0.090909091
MEOX1,0.090909091
ABI1,0.090909091
MPP3,0.090909091
THNSL1,0.090909091
MPP2,0.090909091
STIM1,0.090909091
PTF1A,0.090909091
RRM1,0.090909091
ARMC3,0.090909091
SPAG6,0.090909091
MLLT10,0.090909091
SKIDA1,0.090909091
HDAC5,0.090909091
C17orf53,0.090909091
PLXDC2,0.090909091
ARHGAP12,0.090909091
KRT17P2,0.090909091
NRP1,0.090909091
RASGEF1A,0.090909091
COASY,0.090909091
ALOX5,0.090909091
IGF2,0.090909091
RSU1P2,0.090909091
INS-IGF2,0.090909091
FBXW10,0.090909091
PLEKHH3,0.090909091
CCR10,0.090909091
TH,0.090909091
ASCL2,0.090909091
ZNF239,0.090909091
CCDC144B,0.090909091
CSGALNACT2,0.090909091
CREM,0.090909091
ZNF33B,0.090909091
CNTD1,0.090909091
CCNYL2,0.090909091
SEPT7P9,0.090909091
AOC3,0.090909091
CDKN1C,0.090909091
ZNF33A,0.090909091
ZNF25,0.090909091
ZNF248,0.090909091
G6PC,0.090909091
FZD8,0.090909091
GJD4,0.090909091
RBBP8,0.090909091
CABLES1,0.090909091
ZFP82,0.090909091
GNB2,0.090909091
RTBDN,0.090909091
FBXO24,0.090909091
RBM4,0.090909091
GCDH,0.090909091
FARSA,0.090909091
ZCWPW1,0.090909091
NFIX,0.090909091
TRMT1,0.090909091
TERF2IP,0.090909091
IER2,0.090909091
CCDC130,0.090909091
ADAT1,0.090909091
GABARAPL2,0.090909091
KDM2A,0.090909091
MCM7,0.090909091
ZNF3,0.090909091
ZSCAN21,0.090909091
DCAF15,0.090909091
AZGP1,0.090909091
BCAR1,0.090909091
CTRB1,0.090909091
CYP3A43,0.090909091
CYP3A7,0.090909091
TBC1D10C,0.090909091
ZSCAN25,0.090909091
ZKSCAN5,0.090909091
ZNF789,0.090909091
PRDX2,0.090909091
GIGYF1,0.090909091
GPR152,0.090909091
CCDC87,0.090909091
ZNF433,0.090909091
ZNF878,0.090909091
ZNF844,0.090909091
MAF,0.090909091
ZNF136,0.090909091
NPAS4,0.090909091
PELI3,0.090909091
ZNF799,0.090909091
ZNF443,0.090909091
ZNF709,0.090909091
ZNF490,0.090909091
ZNHIT1,0.090909091
ZNF791,0.090909091
MAN2B1,0.090909091
NAT16,0.090909091
CLEC3A,0.090909091
CTD-3074O7.11,0.090909091
SERPINE1,0.090909091
VAT1L,0.090909091
NUDT7,0.090909091
TNPO2,0.090909091
C19orf43,0.090909091
UFSP1,0.090909091
SRRT,0.090909091
TRIP6,0.090909091
CTSF,0.090909091
HOOK2,0.090909091
LDHD,0.090909091
CABP4,0.090909091
ZNF763,0.090909091
CYP4F3,0.090909091
KRIT1,0.090909091
CYP51A1,0.090909091
CDK14,0.090909091
CLDN12,0.090909091
STEAP2,0.090909091
STEAP1,0.090909091
SRI,0.090909091
RUNDC3B,0.090909091
ABCB1,0.090909091
CD36,0.090909091
OR10H4,0.090909091
MAGI2,0.090909091
HPR,0.090909091
TPM4,0.090909091
PTPN12,0.090909091
GSAP,0.090909091
CPT1A,0.090909091
HP,0.090909091
CIB3,0.090909091
AP1M1,0.090909091
MRGPRD,0.090909091
CALR3,0.090909091
C19orf44,0.090909091
YWHAG,0.090909091
MYEOV,0.090909091
IST1,0.090909091
POR,0.090909091
CYP4F12,0.090909091
RBM48,0.090909091
NDUFB7,0.090909091
SAMD9L,0.090909091
CLEC17A,0.090909091
ZNF333,0.090909091
OR7A5,0.090909091
SMURF1,0.090909091
AIP,0.090909091
NPTX2,0.090909091
BAIAP2L1,0.090909091
PITPNM1,0.090909091
TECPR1,0.090909091
OR7C2,0.090909091
SLC1A6,0.090909091
RFWD3,0.090909091
OR1I1,0.090909091
SYDE1,0.090909091
DLX5,0.090909091
ILVBL,0.090909091
NOTCH3,0.090909091
GLG1,0.090909091
PDK4,0.090909091
CLEC18B,0.090909091
PON2,0.090909091
PON1,0.090909091
PPP1R9A,0.090909091
CASD1,0.090909091
WIZ,0.090909091
GNG11,0.090909091
TFPI2,0.090909091
RASA4,0.090909091
ZNF700,0.090909091
TMEM241,0.090909091
MKLN1,0.090909091
TSGA13,0.090909091
COPG2,0.090909091
DNAAF1,0.090909091
CEP41,0.090909091
CPA1,0.090909091
CPA5,0.090909091
PPAN-P2RY11,0.090909091
TMEM209,0.090909091
KCNK7,0.090909091
S1PR2,0.090909091
ICAM4,0.090909091
STRIP2,0.090909091
TSPAN33,0.090909091
ZGLP1,0.090909091
TNPO3,0.090909091
RAVER1,0.090909091
FLNC,0.090909091
PDE4A,0.090909091
CDH13,0.090909091
SNX32,0.090909091
MUS81,0.090909091
EFEMP2,0.090909091
HILPDA,0.090909091
IMPDH1,0.090909091
HSD17B2,0.090909091
RBM28,0.090909091
ILF3,0.090909091
LTBP3,0.090909091
PLXNA4,0.090909091
PLCG2,0.090909091
LRGUK,0.090909091
SYVN1,0.090909091
ACTL9,0.090909091
ZNF558,0.090909091
ADCK2,0.090909091
DENND2A,0.090909091
MBD3L1,0.090909091
CAPN1,0.090909091
OR7G1,0.090909091
HIPK2,0.090909091
CLEC2L,0.090909091
OR7G3,0.090909091
SLC22A20,0.090909091
OR7D4,0.090909091
POLA2,0.090909091
ZNF266,0.090909091
TRIM24,0.090909091
AKR1D1,0.090909091
TLDC1,0.090909091
SLC13A4,0.090909091
ZNF846,0.090909091
ATP2C2,0.090909091
WDR91,0.090909091
SLC25A45,0.090909091
PIN1,0.090909091
AKR1B15,0.090909091
AKR1B10,0.090909091
AKR1B1,0.090909091
LRRC4,0.090909091
CMIP,0.090909091
BRMS1,0.090909091
GPR85,0.090909091
PRKCSH,0.090909091
ZNF277,0.090909091
LRRN3,0.090909091
IMMP2L,0.090909091
ZNF653,0.090909091
C7orf66,0.090909091
CNIH2,0.090909091
NRCAM,0.090909091
SLC26A3,0.090909091
CNN1,0.090909091
SLC26A4,0.090909091
YIF1A,0.090909091
BCAP29,0.090909091
DUS4L,0.090909091
GPR22,0.090909091
ZNF627,0.090909091
HBP1,0.090909091
TMEM151A,0.090909091
ZNF833P,0.090909091
NAMPT,0.090909091
SRPK2,0.090909091
ORC5,0.090909091
PSMC2,0.090909091
DNAJC2,0.090909091
DPY19L2P2,0.090909091
ARMC10,0.090909091
FBXL13,0.090909091
TMEM168,0.090909091
RGL3,0.090909091
GAN,0.090909091
FOXP2,0.090909091
GCC1,0.090909091
ZNF800,0.090909091
POT1,0.090909091
SSU72P8,0.090909091
DRAP1,0.090909091
HYAL4,0.090909091
ASB15,0.090909091
IQUB,0.090909091
SLC13A1,0.090909091
TAS2R16,0.090909091
RNF148,0.090909091
FEZF1,0.090909091
LDLR,0.090909091
CST6,0.090909091
CATSPER1,0.090909091
ING3,0.090909091
KCND2,0.090909091
TSPAN16,0.090909091
RAB3D,0.090909091
CFTR,0.090909091
ASZ1,0.090909091
ST7,0.090909091
CCDC159,0.090909091
MET,0.090909091
CAV1,0.090909091
CAV2,0.090909091
SWSAP1,0.090909091
AP1G1,0.090909091
CCL26,0.090909091
TRIM73,0.090909091
PLEKHA8,0.090909091
SLC7A10,0.090909091
PRCP,0.090909091
CHN2,0.090909091
ANKRD42,0.090909091
TAX1BP1,0.090909091
HIBADH,0.090909091
SLC12A4,0.090909091
HOXA10,0.090909091
HOXA9,0.090909091
PSMB10,0.090909091
HOXA5,0.090909091
SYTL2,0.090909091
ZNF599,0.090909091
PICALM,0.090909091
SKAP2,0.090909091
ZNF792,0.090909091
KIAA0087,0.090909091
GRAMD1A,0.090909091
SCN1B,0.090909091
NFE2L3,0.090909091
HPN,0.090909091
FXYD3,0.090909091
OSBPL3,0.090909091
DFNA5,0.090909091
LGI4,0.090909091
FXYD1,0.090909091
FAM221A,0.090909091
SCRN1,0.090909091
WDR88,0.090909091
LSR,0.090909091
GGCT,0.090909091
ELMO1,0.090909091
ZNF254,0.090909091
KIAA0895,0.090909091
EEPD1,0.090909091
7-Sep,0.090909091
KCTD14,0.090909091
TBX20,0.090909091
ESRP2,0.090909091
ALG8,0.090909091
C19orf12,0.090909091
CCNE1,0.090909091
KCTD21,0.090909091
BBS9,0.090909091
URI1,0.090909091
FKBP9,0.090909091
ZNF536,0.090909091
KBTBD2,0.090909091
NFATC3,0.090909091
DDX28,0.090909091
LSM5,0.090909091
CCDC129,0.090909091
NARS2,0.090909091
ADCYAP1R1,0.090909091
TENM4,0.090909091
CEP89,0.090909091
GARS,0.090909091
GPATCH1,0.090909091
NRN1L,0.090909091
KLHL7,0.090909091
USE1,0.090909091
RSPH10B2,0.090909091
ACD,0.090909091
C7orf26,0.090909091
ZDHHC4,0.090909091
PRODH2,0.090909091
NPHS1,0.090909091
APLP1,0.090909091
NAALAD2,0.090909091
USP42,0.090909091
EIF2AK1,0.090909091
CHORDC1,0.090909091
CTCF,0.090909091
MTNR1B,0.090909091
SLC36A4,0.090909091
CCDC67,0.090909091
RNF216,0.090909091
CLIP3,0.090909091
ACTB,0.090909091
FBXL18,0.090909091
FAM65A,0.090909091
MED17,0.090909091
RBAK,0.090909091
HEPHL1,0.090909091
PANX1,0.090909091
RADIL,0.090909091
ZNF146,0.090909091
CARD11,0.090909091
ZFP14,0.090909091
ENKD1,0.090909091
U2AF1L4,0.090909091
FZD4,0.090909091
C1GALT1,0.090909091
IL6,0.090909091
STEAP1B,0.090909091
RAPGEF5,0.090909091
TMEM135,0.090909091
SP8,0.090909091
ITGB8,0.090909091
THAP11,0.090909091
TWISTNB,0.090909091
FFAR3,0.090909091
CTSC,0.090909091
FFAR2,0.090909091
SNX13,0.090909091
TYR,0.090909091
AGR2,0.090909091
ATP4A,0.090909091
TRIM77,0.090909091
SOSTDC1,0.090909091
DGKB,0.090909091
ARL4A,0.090909091
TMEM106B,0.090909091
PHF14,0.090909091
NDUFA4,0.090909091
UPK1A,0.090909091
GLCCI1,0.090909091
ZBTB32,0.090909091
MIOS,0.090909091
COL28A1,0.090909091
ZNF681,0.090909091
PAK1,0.090909091
GDPD4,0.090909091
AUTS2,0.090909091
PDE2A,0.090909091
IFI30,0.090909091
ARAP1,0.090909091
DDX19B,0.090909091
PDE4C,0.090909091
TPST1,0.090909091
AARS,0.090909091
P2RY6,0.090909091
ARHGEF17,0.090909091
SSBP4,0.090909091
RELT,0.090909091
ELL,0.090909091
ZNF117,0.090909091
SEPHS1P1,0.090909091
ZNF138,0.090909091
PDPR,0.090909091
CRLF1,0.090909091
ZNF680,0.090909091
KLHL26,0.090909091
COMP,0.090909091
ZNF733P,0.090909091
UPF1,0.090909091
DNAJB13,0.090909091
PDXDC2P,0.090909091
WWP2,0.090909091
P4HA3,0.090909091
PGM2L1,0.090909091
TYW1,0.090909091
KCNN1,0.090909091
OMP,0.090909091
TYW1B,0.090909091
OCEL1,0.090909091
SHANK2,0.090909091
ANKLE1,0.090909091
GTF2I,0.090909091
KRTAP5-7,0.090909091
CHST4,0.090909091
EIF4H,0.090909091
PLVAP,0.090909091
CALB2,0.090909091
FAM86C1,0.090909091
CLDN4,0.090909091
DEFB108B,0.090909091
SLC27A1,0.090909091
FAM129C,0.090909091
RNF121,0.090909091
UNC13A,0.090909091
TBL2,0.090909091
FZD9,0.090909091
FKBP6,0.090909091
TRIM50,0.090909091
NSUN5,0.090909091
GTF2IRD2P1,0.090909091
NCF1B,0.090909091
RP11-396K3.1,0.090909091
VAC14,0.090909091
COG4,0.090909091
FOLR2,0.090909091
NQO1,0.090909091
POLD3,0.090909091
SNORA15,0.090909091
CCT6A,0.090909091
NPC1L1,0.090909091
ZNF626,0.090909091
CHTF8,0.090909091
GCK,0.090909091
ZNF85,0.090909091
ZNF714,0.090909091
ZNF708,0.090909091
LINC00957,0.090909091
ZNF738,0.090909091
ZNF493,0.090909091
HAS3,0.090909091
ZNF429,0.090909091
CDH1,0.090909091
ZNF43,0.090909091
STK17A,0.090909091
MRPL32,0.090909091
PSMA2,0.090909091
C7orf25,0.090909091
INHBA,0.090909091
ZNF208,0.090909091
CDK13,0.090909091
AC004987.9,0.090909091
RALA,0.090909091
ZFP90,0.090909091
VPS41,0.090909091
AMPH,0.090909091
ZNF492,0.090909091
PRKRIR,0.090909091
OGDH,0.090909091
AC078899.1,0.090909091
RPS3,0.090909091
PSPH,0.090909091
ZNF713,0.090909091
MRPS17,0.090909091
NCAN,0.090909091
TM6SF2,0.090909091
TUBBP6,0.090909091
EGFR,0.090909091
OR2AT4,0.090909091
GRB10,0.090909091
FIGNL1,0.090909091
IKZF1,0.090909091
C7orf72,0.090909091
COG8,0.090909091
ZNF486,0.090909091
UPP1,0.090909091
C7orf57,0.090909091
SUN3,0.090909091
GDPD5,0.090909091
C7orf65,0.090909091
MOGAT2,0.090909091
ZNF101,0.090909091
ZNF14,0.090909091
ADCY1,0.090909091
ZNF253,0.090909091
MYO1G,0.090909091
CTC-260E6.2,0.090909091
KIAA1147,0.090909091
WEE2,0.090909091
MYO1F,0.090909091
APLNR,0.090909091
SLC10A5,0.090909091
IMPA1,0.090909091
ZZEF1,0.090909091
FABP4,0.090909091
FABP5,0.090909091
PAG1,0.090909091
ZNF704,0.090909091
ZBTB10,0.090909091
CDH20,0.090909091
IL7,0.090909091
TNFRSF11A,0.090909091
PKIA,0.090909091
PEX2,0.090909091
ZCCHC2,0.090909091
CRISPLD1,0.090909091
PI15,0.090909091
PHLPP1,0.090909091
LY96,0.090909091
SLC43A3,0.090909091
RTN4RL2,0.090909091
SERPINB5,0.090909091
STAU2,0.090909091
SERPINB13,0.090909091
TERF1,0.090909091
RP11-656G20.1,0.090909091
GSG2,0.090909091
ITGAE,0.090909091
TNKS1BP1,0.090909091
E2F5,0.090909091
LACTB2,0.090909091
C8orf59,0.090909091
ESRP1,0.090909091
FSBP,0.090909091
RAD54B,0.090909091
OR9G4,0.090909091
CDH17,0.090909091
TMEM67,0.090909091
NEDD4L,0.090909091
SPNS3,0.090909091
OTUD6B,0.090909091
NECAB1,0.090909091
TMEM64,0.090909091
DECR1,0.090909091
NBN,0.090909091
OSGIN2,0.090909091
OR5AK2,0.090909091
MMP16,0.090909091
GRP,0.090909091
CNGB3,0.090909091
CPNE3,0.090909091
RMDN1,0.090909091
WWP1,0.090909091
SLC7A13,0.090909091
PSKH2,0.090909091
ATP6V0D2,0.090909091
CPLX4,0.090909091
CA1,0.090909091
LMAN1,0.090909091
XKR9,0.090909091
SERPINB2,0.090909091
OR5B12,0.090909091
LYN,0.090909091
ZADH2,0.090909091
MRPL15,0.090909091
LYPLA1,0.090909091
TCEA1,0.090909091
SMIM21,0.090909091
ATP6V1H,0.090909091
ZNF516,0.090909091
OR6Q1,0.090909091
C8orf22,0.090909091
SNAI2,0.090909091
ZNF236,0.090909091
OR9I1,0.090909091
MCM4,0.090909091
CEBPD,0.090909091
SPIDR,0.090909091
ATP9B,0.090909091
SPATA22,0.090909091
POTEA,0.090909091
HGSNAT,0.090909091
OR10W1,0.090909091
OR5B17,0.090909091
HOOK3,0.090909091
RNF170,0.090909091
OR5B3,0.090909091
CHRNA6,0.090909091
OR5B2,0.090909091
SLC20A2,0.090909091
TGS1,0.090909091
MOS,0.090909091
NCOA2,0.090909091
PLAG1,0.090909091
SLCO5A1,0.090909091
C8orf34,0.090909091
CPA6,0.090909091
PPP1R42,0.090909091
MCMDC2,0.090909091
MYBL1,0.090909091
ADHFE1,0.090909091
TRIM55,0.090909091
DNAJC5B,0.090909091
ZDHHC5,0.090909091
DOK6,0.090909091
ARMC1,0.090909091
BHLHE22,0.090909091
CD226,0.090909091
TTPA,0.090909091
CLVS1,0.090909091
RAB2A,0.090909091
NETO1,0.090909091
NSMAF,0.090909091
FBXO15,0.090909091
UBXN2B,0.090909091
TIMM21,0.090909091
IMPAD1,0.090909091
SHPK,0.090909091
SDR16C6P,0.090909091
BTBD18,0.090909091
CTNND1,0.090909091
DPY19L4,0.090909091
OR9G1,0.090909091
ST8SIA3,0.090909091
PLD2,0.090909091
CHRAC1,0.090909091
ZSCAN30,0.090909091
OR4S2,0.090909091
OR5D13,0.090909091
ZFAT,0.090909091
GALNT1,0.090909091
OR5D14,0.090909091
OR5L1,0.090909091
OR5D18,0.090909091
SLC39A6,0.090909091
ELP2,0.090909091
LRRC6,0.090909091
KCNQ3,0.090909091
EFR3A,0.090909091
ADCY8,0.090909091
FAM49B,0.090909091
MOCOS,0.090909091
OR5L2,0.090909091
OR5D16,0.090909091
CELF4,0.090909091
RIT2,0.090909091
SYT4,0.090909091
KIAA0196,0.090909091
SQLE,0.090909091
SETBP1,0.090909091
SLC14A2,0.090909091
OR5W2,0.090909091
MAPRE2,0.090909091
MROH5,0.090909091
BOD1L2,0.090909091
KLHL14,0.090909091
RIOK3,0.090909091
C18orf8,0.090909091
NPC1,0.090909091
ANKRD29,0.090909091
LAMA3,0.090909091
PARP10,0.090909091
PLEC,0.090909091
TTC39C,0.090909091
CABYR,0.090909091
OR4A5,0.090909091
SCRIB,0.090909091
IMPACT,0.090909091
GP1BA,0.090909091
KCTD1,0.090909091
EEF1D,0.090909091
AQP4,0.090909091
TOP1MT,0.090909091
GLI4,0.090909091
DSG4,0.090909091
DSG2,0.090909091
TTR,0.090909091
MINK1,0.090909091
LY6D,0.090909091
OR4C11,0.090909091
LY6K,0.090909091
MEP1B,0.090909091
WBP11P1,0.090909091
EPG5,0.090909091
OR10AG1,0.090909091
FBXO32,0.090909091
WDYHV1,0.090909091
DPYS,0.090909091
OR8K1,0.090909091
RP11-1C8.4,0.090909091
SLC25A32,0.090909091
OR5R1,0.090909091
OR5M9,0.090909091
MRO,0.090909091
ME2,0.090909091
ODF1,0.090909091
NCALD,0.090909091
GRHL2,0.090909091
ELAC1,0.090909091
PABPC1,0.090909091
SNX31,0.090909091
MEX3C,0.090909091
SPAG1,0.090909091
OR5M3,0.090909091
KCNS2,0.090909091
STK3,0.090909091
SMTNL2,0.090909091
RPL30,0.090909091
MATN2,0.090909091
DYNAP,0.090909091
CPQ,0.090909091
SDC2,0.090909091
PTDSS1,0.090909091
OR5AR1,0.090909091
DCSTAMP,0.090909091
LRP12,0.090909091
ZFPM2,0.090909091
OR8J3,0.090909091
ATAD2,0.090909091
ZHX1,0.090909091
FAM83A,0.090909091
ZHX2,0.090909091
OR5AS1,0.090909091
PIAS2,0.090909091
MTBP,0.090909091
KATNAL2,0.090909091
OR8I2,0.090909091
DSCC1,0.090909091
CXCL16,0.090909091
MAL2,0.090909091
IER3IP1,0.090909091
ANGPT1,0.090909091
OR5J2,0.090909091
SLC30A8,0.090909091
ZBTB7C,0.090909091
RAD21,0.090909091
OR5T3,0.090909091
DYM,0.090909091
SYBU,0.090909091
C18orf32,0.090909091
NUDCD1,0.090909091
TRHR,0.090909091
TMEM74,0.090909091
RSPO2,0.090909091
VDAC3,0.090909091
PARD6G,0.090909091
TAS2R3,0.090909091
CHMP1A,0.090909091
RBM33,0.090909091
POLR2G,0.090909091
TAF6L,0.090909091
TMEM223,0.090909091
CPNE7,0.090909091
HTR5A,0.090909091
PAXIP1,0.090909091
PAXIP1-AS2,0.090909091
DPP6,0.090909091
KMT2C,0.090909091
WDR86,0.090909091
ZNRF4,0.090909091
SLC22A24,0.090909091
SAFB,0.090909091
GBX1,0.090909091
SLC22A9,0.090909091
PRR22,0.090909091
ABCB8,0.090909091
HRASLS2,0.090909091
TMEM176A,0.090909091
TRAPPC2L,0.090909091
FUT5,0.090909091
GIMAP4,0.090909091
C11orf84,0.090909091
GIMAP8,0.090909091
ZBED6CL,0.090909091
ACSBG2,0.090909091
LMBR1,0.090909091
HDGFRP2,0.090909091
ZNF862,0.090909091
UBE3C,0.090909091
FAM86B3P,0.090909091
MFSD12,0.090909091
SCGB1D1,0.090909091
GIPC3,0.090909091
PRDM7,0.090909091
DEFB106A,0.090909091
SCGB1D2,0.090909091
PIP5K1C,0.090909091
GAS8,0.090909091
SCGB1D4,0.090909091
DEFB106B,0.090909091
ZFR2,0.090909091
DEFA4,0.090909091
PIAS4,0.090909091
EML3,0.090909091
MAP2K2,0.090909091
SPIRE2,0.090909091
KBTBD11,0.090909091
FANCA,0.090909091
DLGAP2,0.090909091
VPS9D1,0.090909091
LRRN4CL,0.090909091
FBXO25,0.090909091
SH3GL1,0.090909091
CHAF1A,0.090909091
ESYT2,0.090909091
NCAPG2,0.090909091
ACTR3C,0.090909091
ZNF467,0.090909091
ANK1,0.090909091
CASP2,0.090909091
JPH3,0.090909091
TAS2R39,0.090909091
OR6V1,0.090909091
PNPLA6,0.090909091
TRPV6,0.090909091
STXBP2,0.090909091
RETN,0.090909091
CDC42BPG,0.090909091
FOXL1,0.090909091
CD209,0.090909091
ATG2A,0.090909091
SNAPC2,0.090909091
COX4I1,0.090909091
EMC8,0.090909091
CCL25,0.090909091
GSE1,0.090909091
FAM92B,0.090909091
KIAA0513,0.090909091
ANGPTL4,0.090909091
PRSS58,0.090909091
2-Mar,0.090909091
HNRNPM,0.090909091
TAS2R38,0.090909091
PRAM1,0.090909091
PRSS37,0.090909091
TAS2R5,0.090909091
CRISPLD2,0.090909091
TMEM139,0.090909091
CLCN1,0.090909091
ACER1,0.090909091
ZYX,0.090909091
ZNF746,0.090909091
ZNF777,0.090909091
AP000721.4,0.090909091
FLRT1,0.090909091
FERMT3,0.090909091
EZH2,0.090909091
SLC25A23,0.090909091
C7orf33,0.090909091
DNAJC4,0.090909091
FKBP2,0.090909091
ZFPM1,0.090909091
ARHGEF34P,0.090909091
C3,0.090909091
OR2A7,0.090909091
TRIP10,0.090909091
GPR137,0.090909091
