gene_name,TCGA-UCEC(Black Or African American)(106)
IL19,0.028301887
OGN,0.028301887
CD74,0.028301887
SLC6A7,0.028301887
ADCK2,0.028301887
ASPN,0.028301887
CSF1R,0.028301887
TIGD6,0.028301887
MKRN1,0.028301887
TNNI3K,0.028301887
SUSD3,0.028301887
SLC37A3,0.028301887
PARP12,0.028301887
ACMSD,0.028301887
DHCR24,0.028301887
MXD3,0.028301887
C1orf123,0.028301887
AC073869.20,0.028301887
CD14,0.028301887
SLC35A4,0.028301887
C4BPA,0.028301887
CPA1,0.028301887
AC073869.1,0.028301887
PRPF38A,0.028301887
NT5DC2,0.028301887
BTF3L4,0.028301887
SLC4A9,0.028301887
KLF4,0.028301887
TXNDC12,0.028301887
RAB3B,0.028301887
TMEM209,0.028301887
KLHDC10,0.028301887
RFT1,0.028301887
PRKCD,0.028301887
NRD1,0.028301887
CHDH,0.028301887
TTC39A,0.028301887
C1orf185,0.028301887
C9orf152,0.028301887
TMEM173,0.028301887
ZC3HC1,0.028301887
DNAJC18,0.028301887
PCDHAC1,0.028301887
GRIN3A,0.028301887
AKR1D1,0.028301887
CCDC74A,0.028301887
LCA5,0.028301887
RP11-498P14.3,0.028301887
FCHSD1,0.028301887
TMEM140,0.028301887
C7orf49,0.028301887
BPGM,0.028301887
TCEANC2,0.028301887
TMEM59,0.028301887
TSTD2,0.028301887
PCDHGC5,0.028301887
PARP3,0.028301887
PCDHGA12,0.028301887
GLIS1,0.028301887
CORO2A,0.028301887
PCDHGB2,0.028301887
GALNT12,0.028301887
SLC25A3P1,0.028301887
PCBP4,0.028301887
PCDHGA2,0.028301887
TAF7,0.028301887
SLC35B4,0.028301887
TPBG,0.028301887
KLF14,0.028301887
MAGOH,0.028301887
UBE3D,0.028301887
WEE2,0.028301887
RP11-413G15.1,0.028301887
PRKACB,0.028301887
SLC25A27,0.028301887
TRMT10B,0.028301887
FBXW12,0.028301887
OR6W1P,0.028301887
BNIP1,0.028301887
OPN5,0.028301887
CENPQ,0.028301887
C1orf194,0.028301887
CCDC51,0.028301887
METTL8,0.028301887
GORASP2,0.028301887
OPTC,0.028301887
GPSM2,0.028301887
FNDC7,0.028301887
DUSP1,0.028301887
HENMT1,0.028301887
NBPF4,0.028301887
UBTD2,0.028301887
FGF18,0.028301887
PGK2,0.028301887
CRISP1,0.028301887
S1PR1,0.028301887
SPDL1,0.028301887
SLC30A7,0.028301887
GPR88,0.028301887
CDK2AP2P2,0.028301887
CYBRD1,0.028301887
RP11-480I12.7,0.028301887
CDK20,0.028301887
AMPD2,0.028301887
CDC5L,0.028301887
XCR1,0.028301887
SNCB,0.028301887
GPRIN1,0.028301887
CCR2,0.028301887
ARL10,0.028301887
DENND2D,0.028301887
HRCT1,0.028301887
OR2S2,0.028301887
KCNA3,0.028301887
RECK,0.028301887
KIAA1191,0.028301887
GLIPR2,0.028301887
GPR37L1,0.028301887
SIMC1,0.028301887
CLIC5,0.028301887
ALS2CL,0.028301887
SLC16A4,0.028301887
MELK,0.028301887
FAM131B,0.028301887
ENPP4,0.028301887
RCAN2,0.028301887
EPS8L3,0.028301887
POLR1E,0.028301887
HAT1,0.028301887
PANK3,0.028301887
SLC26A6,0.028301887
CCDC173,0.028301887
DBT,0.028301887
GCM1,0.028301887
HAVCR1,0.028301887
TIMD4,0.028301887
SLC41A1,0.028301887
GCNT1,0.028301887
GBP2,0.028301887
MST1,0.028301887
FOXB2,0.028301887
IP6K1,0.028301887
GFRAL,0.028301887
CCBL2,0.028301887
HMGCLL1,0.028301887
RP4-651E10.4,0.028301887
CTSE,0.028301887
C1orf52,0.028301887
TRAIP,0.028301887
CAMKV,0.028301887
EIF2D,0.028301887
MCOLN2,0.028301887
FAM114A2,0.028301887
LPAR3,0.028301887
MST1R,0.028301887
MON1A,0.028301887
RPF1,0.028301887
DNASE2B,0.028301887
BARHL2,0.028301887
OSTF1,0.028301887
ITK,0.028301887
MCM3,0.028301887
MAT2B,0.028301887
NOSTRIN,0.028301887
SLC25A20,0.028301887
ARIH2,0.028301887
TMEM81,0.028301887
P4HTM,0.028301887
CCNG1,0.028301887
GLRXP3,0.028301887
NUAK2,0.028301887
SLU7,0.028301887
CERS6,0.028301887
EFHC1,0.028301887
CDC7,0.028301887
TRAM2,0.028301887
SLC44A3,0.028301887
GRB14,0.028301887
ABCD3,0.028301887
CLINT1,0.028301887
PTAR1,0.028301887
SMC5,0.028301887
BTBD8,0.028301887
TGFBR3,0.028301887
TRBV7-1,0.028301887
HSP90B3P,0.028301887
DNAJC25,0.028301887
UGCG,0.028301887
UBE2H,0.028301887
GIN1,0.028301887
LIX1,0.028301887
GNL2,0.028301887
ARMC10,0.028301887
AIDA,0.028301887
OR5H14,0.028301887
SNIP1,0.028301887
DBI,0.028301887
NTMT1,0.028301887
CAST,0.028301887
FAM177B,0.028301887
TSPYL4,0.028301887
OR5H15,0.028301887
TOR1B,0.028301887
RHOBTB3,0.028301887
DSE,0.028301887
RFESD,0.028301887
PRDM12,0.028301887
OR5H6,0.028301887
OSCP1,0.028301887
LSM10,0.028301887
AIF1L,0.028301887
STK40,0.028301887
FAM81B,0.028301887
FAM26E,0.028301887
ADPRHL2,0.028301887
RGMB,0.028301887
FYN,0.028301887
C3orf38,0.028301887
HLX,0.028301887
SYPL1,0.028301887
CDHR3,0.028301887
URM1,0.028301887
AMD1,0.028301887
ODF2,0.028301887
FEM1C,0.028301887
CCDC112,0.028301887
PKN3,0.028301887
PABPC4,0.028301887
ZDHHC12,0.028301887
KCNN2,0.028301887
SRPK2,0.028301887
STARD4,0.028301887
AKIRIN1,0.028301887
WDR36,0.028301887
FER,0.028301887
RRAGC,0.028301887
EFNA5,0.028301887
SLC16A10,0.028301887
NUP188,0.028301887
ORC5,0.028301887
1-Mar,0.028301887
MINA,0.028301887
PSMC2,0.028301887
GABRR3,0.028301887
OR5K1,0.028301887
LYSMD3,0.028301887
TEKT2,0.028301887
POLR3G,0.028301887
ARSB,0.028301887
FCN1,0.028301887
FABP7,0.028301887
ZBTB8A,0.028301887
LCN1,0.028301887
SMPDL3A,0.028301887
RETNLB,0.028301887
NAT16,0.028301887
IL36B,0.028301887
AP1S1,0.028301887
TMEM63A,0.028301887
CENPW,0.028301887
KCNT1,0.028301887
GNB2,0.028301887
LHX3,0.028301887
GPSM1,0.028301887
GCNT4,0.028301887
SDCCAG3,0.028301887
GUCA1C,0.028301887
ACTL6B,0.028301887
TFR2,0.028301887
SLC20A1,0.028301887
UTP15,0.028301887
BTF3,0.028301887
FOXD1,0.028301887
HOMER1,0.028301887
THBS4,0.028301887
CACFD1,0.028301887
TOMM70A,0.028301887
CETN3,0.028301887
RWDD1,0.028301887
ZMYM6NB,0.028301887
CAPN8,0.028301887
GFI1B,0.028301887
RSPH4A,0.028301887
RP11-504P24.3,0.028301887
SMIM12,0.028301887
C1QL2,0.028301887
CEL,0.028301887
NBPF22P,0.028301887
XRCC4,0.028301887
CTC-512J14.5,0.028301887
ALKBH4,0.028301887
ORAI2,0.028301887
ATG10,0.028301887
RNF19B,0.028301887
SSBP2,0.028301887
VGLL2,0.028301887
CKMT2,0.028301887
EN1,0.028301887
MYL10,0.028301887
CCDC93,0.028301887
SURF4,0.028301887
PPIE,0.028301887
SWI5,0.028301887
SUSD1,0.028301887
MAP3K7,0.028301887
TRAF3IP3,0.028301887
C1orf74,0.028301887
HNRNPA0,0.028301887
KLHL32,0.028301887
IRF6,0.028301887
FAXC,0.028301887
HPDL,0.028301887
PSMD5,0.028301887
ARF4,0.028301887
DNASE1L3,0.028301887
HECTD3,0.028301887
MCHR2,0.028301887
FBXL21,0.028301887
SYT14,0.028301887
BVES,0.028301887
QRSL1,0.028301887
PAX4,0.028301887
POT1,0.028301887
PITX1,0.028301887
TMEM53,0.028301887
RCOR3,0.028301887
GPR37,0.028301887
SAR1B,0.028301887
DPH2,0.028301887
IPO13,0.028301887
GPBP1L1,0.028301887
TMEM69,0.028301887
PRKAR2B,0.028301887
CALU,0.028301887
ORC3,0.028301887
SPACA1,0.028301887
FOXD2,0.028301887
SNX30,0.028301887
TAL1,0.028301887
ZNF883,0.028301887
HSPA9,0.028301887
SRSF12,0.028301887
PRPF4,0.028301887
CDC25C,0.028301887
GFRA3,0.028301887
KNCN,0.028301887
PM20D2,0.028301887
TSPAN33,0.028301887
RP11-286H14.4,0.028301887
GABRR1,0.028301887
AMBP,0.028301887
UBE2J1,0.028301887
RRAGD,0.028301887
LURAP1,0.028301887
AKNA,0.028301887
POMGNT1,0.028301887
GJA10,0.028301887
IPP,0.028301887
ATP6V1G1,0.028301887
ACOX2,0.028301887
HYALP1,0.028301887
RNF148,0.028301887
VDAC1,0.028301887
SMYD2,0.028301887
NFYC,0.028301887
HINT1,0.028301887
CTXN3,0.028301887
MEGF10,0.028301887
PTRH1,0.028301887
KCTD3,0.028301887
GRAMD3,0.028301887
SNCAIP,0.028301887
DNAJB9,0.028301887
TTC16,0.028301887
TOR2A,0.028301887
PPT1,0.028301887
SMPD2,0.028301887
CAP1,0.028301887
ZBTB24,0.028301887
PDZRN3,0.028301887
SLC30A10,0.028301887
FIG4,0.028301887
TNFAIP8,0.028301887
GPR22,0.028301887
METTL24,0.028301887
TRIT1,0.028301887
OXCT2,0.028301887
SLC25A25,0.028301887
CCDC162P,0.028301887
FLVCR1,0.028301887
EIF3IP1,0.028301887
FAM183A,0.028301887
FEZF1,0.028301887
FSTL4,0.028301887
NEK2,0.028301887
FAM3C,0.028301887
CDC20,0.028301887
MPL,0.028301887
8-Sep,0.028301887
FEZF2,0.028301887
CPED1,0.028301887
OR5C1,0.028301887
SNTN,0.028301887
IL13,0.028301887
C6orf183,0.028301887
LHX2,0.028301887
SUCLG2,0.028301887
CAPZA2,0.028301887
FAM19A1,0.028301887
PPIH,0.028301887
WDR38,0.028301887
LACE1,0.028301887
LMOD3,0.028301887
ZNF277,0.028301887
PDLIM4,0.028301887
EIF4E3,0.028301887
RAB24,0.028301887
CREB3,0.028301887
CARTPT,0.028301887
TAPBP,0.028301887
TMEM67,0.028301887
GEM,0.028301887
CARF,0.028301887
UBE2F,0.028301887
DPT,0.028301887
CD1A,0.028301887
WDR12,0.028301887
DAXX,0.028301887
PTDSS1,0.028301887
CPQ,0.028301887
NTRK1,0.028301887
PHF1,0.028301887
SLC19A2,0.028301887
SH2D2A,0.028301887
PRCC,0.028301887
RRNAD1,0.028301887
CUTA,0.028301887
ZNF311,0.028301887
ZBTB9,0.028301887
ZSCAN23,0.028301887
POLR2K,0.028301887
ZKSCAN3,0.028301887
ZKSCAN4,0.028301887
GORAB,0.028301887
FMO3,0.028301887
OR10K1,0.028301887
OR6Y1,0.028301887
ODF1,0.028301887
OR2H2,0.028301887
FASTKD2,0.028301887
PPP1R11,0.028301887
NEU2,0.028301887
PAG1,0.028301887
UGT1A1,0.028301887
GPR1,0.028301887
SLC18A1,0.028301887
FCER1A,0.028301887
SH2D4A,0.028301887
UGT1A7,0.028301887
HLA-A,0.028301887
NAT1,0.028301887
UGT1A5,0.028301887
ICOS,0.028301887
SLC7A2,0.028301887
ZDHHC2,0.028301887
HLA-G,0.028301887
MICU3,0.028301887
SPP2,0.028301887
ARL4C,0.028301887
CALB1,0.028301887
OR6K2,0.028301887
VPS52,0.028301887
ACKR3,0.028301887
SGCZ,0.028301887
RRM2B,0.028301887
OR2B6,0.028301887
CXCR6,0.028301887
ZNF391,0.028301887
PPP1R7,0.028301887
TRIM46,0.028301887
ZNF204P,0.028301887
DSCC1,0.028301887
ANO7,0.028301887
TULP1,0.028301887
PRSS16,0.028301887
THAP4,0.028301887
PIGC,0.028301887
ZNF322,0.028301887
FLAD1,0.028301887
CKS1B,0.028301887
PDCD1,0.028301887
FBXO32,0.028301887
TNFSF4,0.028301887
RNF139,0.028301887
HMGN4,0.028301887
UBE2Q1,0.028301887
KCTD18,0.028301887
SSUH2,0.028301887
TRIB1,0.028301887
POU5F1B,0.028301887
SHE,0.028301887
IL6R,0.028301887
HIST1H3PS1,0.028301887
ENPP2,0.028301887
AQP12A,0.028301887
TSACC,0.028301887
ZNF184,0.028301887
SLC35G5,0.028301887
FMO6P,0.028301887
IP6K3,0.028301887
FMO1,0.028301887
CDK15,0.028301887
SLC25A44,0.028301887
ASB1,0.028301887
FMO4,0.028301887
EIF3E,0.028301887
EBAG9,0.028301887
MSRA,0.028301887
HMGA1,0.028301887
CASP10,0.028301887
NDUFA10,0.028301887
OR6B2,0.028301887
RIT1,0.028301887
SNRPC,0.028301887
SLC30A8,0.028301887
ZNF76,0.028301887
DAP3,0.028301887
HIST1H2AJ,0.028301887
CAPN10,0.028301887
SAMD12,0.028301887
AQP12B,0.028301887
FAM189B,0.028301887
FMO9P,0.028301887
OR10J5,0.028301887
PKIA,0.028301887
RESP18,0.028301887
ZNF395,0.028301887
GMPPA,0.028301887
TOMM40L,0.028301887
RNA5SP206,0.028301887
INHA,0.028301887
IKBKB,0.028301887
POLB,0.028301887
B4GALT3,0.028301887
PPOX,0.028301887
SGPP2,0.028301887
KCNE4,0.028301887
AP1S3,0.028301887
FNTA,0.028301887
ELP3,0.028301887
LTA,0.028301887
PBK,0.028301887
RXRG,0.028301887
SERPINE2,0.028301887
UFC1,0.028301887
FAM124B,0.028301887
MFF,0.028301887
MREG,0.028301887
PVRL4,0.028301887
UBE2V2,0.028301887
USF1,0.028301887
CYP21A2,0.028301887
ZFAND2B,0.028301887
CRISPLD1,0.028301887
FZD3,0.028301887
HSPA1L,0.028301887
IGFBP5,0.028301887
VARS,0.028301887
VWA7,0.028301887
ATF6,0.028301887
MSH5,0.028301887
CLIC1,0.028301887
GOT1L1,0.028301887
C1orf111,0.028301887
PRKAG3,0.028301887
ZBTB12,0.028301887
MAK16,0.028301887
FCGR2A,0.028301887
ABHD16A,0.028301887
4-Mar,0.028301887
ADAM9,0.028301887
TMEM169,0.028301887
UBXN8,0.028301887
ADAM32,0.028301887
ADAM5,0.028301887
RBPMS,0.028301887
SKIV2L,0.028301887
IDO1,0.028301887
PECR,0.028301887
INTS9,0.028301887
EFCAB1,0.028301887
TM4SF20,0.028301887
ATIC,0.028301887
C8orf22,0.028301887
ENTPD4,0.028301887
LOXL2,0.028301887
C8orf46,0.028301887
HLA-E,0.028301887
TNFRSF10A,0.028301887
COPS7B,0.028301887
TNFRSF10C,0.028301887
TNFRSF10B,0.028301887
RHOBTB2,0.028301887
PEBP4,0.028301887
LACTB2,0.028301887
VSIG8,0.028301887
HLA-DQB2,0.028301887
HLA-DOB,0.028301887
RP11-656G20.1,0.028301887
PPP3CC,0.028301887
TAP2,0.028301887
ECEL1,0.028301887
SLC39A14,0.028301887
CREB1,0.028301887
PHYHIP,0.028301887
CRP,0.028301887
CHRNG,0.028301887
SFTPC,0.028301887
CPO,0.028301887
KCNJ9,0.028301887
IGSF8,0.028301887
GGH,0.028301887
VWC2L,0.028301887
HLA-B,0.028301887
RP11-280O1.2,0.028301887
NPBWR1,0.028301887
CCDC25,0.028301887
EGFL8,0.028301887
ITLN2,0.028301887
CLU,0.028301887
AGPAT1,0.028301887
MRPL15,0.028301887
CD48,0.028301887
RP11-56A10.1,0.028301887
PSMD1,0.028301887
C2orf80,0.028301887
RPS20,0.028301887
C6orf15,0.028301887
MOS,0.028301887
RP11-466F5.10,0.028301887
MYL1,0.028301887
AGER,0.028301887
NCSTN,0.028301887
FAM110B,0.028301887
NCL,0.028301887
PNMA2,0.028301887
ACADL,0.028301887
OXTR,0.028301887
C2orf69,0.028301887
RAD18,0.028301887
LRRC19,0.028301887
WDR48,0.028301887
C1orf106,0.028301887
MYLK4,0.028301887
SLC25A38,0.028301887
PEX11B,0.028301887
PPP2R5D,0.028301887
POLR3GL,0.028301887
FOXF2,0.028301887
EIF1B,0.028301887
FOXQ1,0.028301887
NBPF9,0.028301887
HOXD8,0.028301887
EXOC2,0.028301887
HOXD13,0.028301887
GNB2L1,0.028301887
DNAJA1,0.028301887
TRIM41,0.028301887
TRIM7,0.028301887
ZNF619,0.028301887
ZNF620,0.028301887
BTNL9,0.028301887
BTNL3,0.028301887
CRIP3,0.028301887
ADAM30,0.028301887
NBPF7,0.028301887
C7orf33,0.028301887
HNRNPA3,0.028301887
CTSK,0.028301887
IFT74,0.028301887
CNOT10,0.028301887
GIMAP8,0.028301887
CCR4,0.028301887
TMPPE,0.028301887
PLEKHO1,0.028301887
SF3B4,0.028301887
ZNF775,0.028301887
HIST2H2BE,0.028301887
PRKRA,0.028301887
FAM50B,0.028301887
PXDC1,0.028301887
HIST2H3PS2,0.028301887
MTAP,0.028301887
RP5-998N21.4,0.028301887
EPM2AIP1,0.028301887
CDKN2A,0.028301887
NBPF15,0.028301887
VILL,0.028301887
TTC30B,0.028301887
GPR25,0.028301887
CNPY3,0.028301887
TUBB2B,0.028301887
RP6-74O6.2,0.028301887
CHD1L,0.028301887
TUBB2A,0.028301887
TMEM9,0.028301887
DLK2,0.028301887
OR2A7,0.028301887
TJAP1,0.028301887
NHP2,0.028301887
VCP,0.028301887
TSPAN2,0.028301887
SIKE1,0.028301887
BCAS2,0.028301887
OR2F1,0.028301887
DCLRE1B,0.028301887
SLC35B2,0.028301887
TIMM17A,0.028301887
FAM153A,0.028301887
SLC16A1,0.028301887
PPM1J,0.028301887
RP11-1277A3.2,0.028301887
TMEM151B,0.028301887
CAPZA1,0.028301887
CTTNBP2NL,0.028301887
B4GALT7,0.028301887
CD72,0.028301887
TGM4,0.028301887
EXOSC7,0.028301887
CLEC3B,0.028301887
F12,0.028301887
SLC6A20,0.028301887
PDK1,0.028301887
CCR9,0.028301887
GMCL1P1,0.028301887
SLC22A15,0.028301887
KIAA1045,0.028301887
RUFY1,0.028301887
POLR1C,0.028301887
PRSS3,0.028301887
UBE2R2,0.028301887
DCAF12,0.028301887
KIAA1715,0.028301887
HSD3B1,0.028301887
UBAP1,0.028301887
KLHL40,0.028301887
WARS2,0.028301887
KIAA1161,0.028301887
PHLDA3,0.028301887
RP11-798K23.3,0.028301887
LMOD1,0.028301887
ZNF879,0.028301887
RPP25L,0.028301887
TRIM45,0.028301887
CHN1,0.028301887
SIGMAR1,0.028301887
ABHD5,0.028301887
SCRN3,0.028301887
CIR1,0.028301887
OR2A2,0.028301887
ZNF445,0.028301887
ZNF852,0.028301887
GIMAP7,0.028301887
ANXA9,0.028301887
GSDMC,0.028301887
PGLYRP4,0.028301887
ZNF648,0.028301887
IRAK2,0.028301887
ZNF707,0.028301887
SPRR2G,0.028301887
KCNK16,0.028301887
CCDC166,0.028301887
MAPK15,0.028301887
CMAHP,0.028301887
DIRC1,0.028301887
NRBP2,0.028301887
GSTM5P1,0.028301887
GMNN,0.028301887
GPAA1,0.028301887
RAF1,0.028301887
NPL,0.028301887
FAM171B,0.028301887
APOBEC2,0.028301887
DCDC2,0.028301887
NRSN1,0.028301887
SLC52A2,0.028301887
SMCP,0.028301887
PRL,0.028301887
MBOAT1,0.028301887
CYHR1,0.028301887
ZC3H15,0.028301887
GSDMD,0.028301887
KCNK5,0.028301887
GPD1L,0.028301887
ANGPT2,0.028301887
KCTD20,0.028301887
LRRC6,0.028301887
BRPF1,0.028301887
CDKN1A,0.028301887
ANGPTL1,0.028301887
ACBD6,0.028301887
SPAG11B,0.028301887
PTP4A3,0.028301887
TSNARE1,0.028301887
ARC,0.028301887
MR1,0.028301887
HIST1H2BD,0.028301887
JRK,0.028301887
PSCA,0.028301887
IER5,0.028301887
IL17RC,0.028301887
CRELD1,0.028301887
CYP11B2,0.028301887
HFE,0.028301887
HIST1H1C,0.028301887
PRRT3,0.028301887
DEFA6,0.028301887
HNRNPCP2,0.028301887
ZFP41,0.028301887
AGPAT5,0.028301887
TPMT,0.028301887
SHCBP1L,0.028301887
NOM1,0.028301887
SHH,0.028301887
AK3,0.028301887
THEM5,0.028301887
PLGRKT,0.028301887
CD274,0.028301887
SLC35B3,0.028301887
TUFT1,0.028301887
ERMP1,0.028301887
PSMD4,0.028301887
RANBP6,0.028301887
ATG9B,0.028301887
RARB,0.028301887
CCND3,0.028301887
TMEM261,0.028301887
TTC39B,0.028301887
RGS1,0.028301887
SH3GL2,0.028301887
RRAGA,0.028301887
BMP6,0.028301887
RPS6,0.028301887
MLLT11,0.028301887
TAF8,0.028301887
BNIPL,0.028301887
PRUNE,0.028301887
UCHL5,0.028301887
DFNB59,0.028301887
CDC37L1,0.028301887
SPATA6L,0.028301887
AGAP3,0.028301887
C1orf27,0.028301887
TREML2,0.028301887
DUSP19,0.028301887
DTNBP1,0.028301887
ARPC5,0.028301887
RECQL4,0.028301887
CCDC174,0.028301887
C8orf82,0.028301887
ARHGAP39,0.028301887
C3orf20,0.028301887
TRMT1L,0.028301887
TBC1D7,0.028301887
COL6A4P1,0.028301887
KCNV2,0.028301887
GALNT11,0.028301887
GALNTL5,0.028301887
TREML4,0.028301887
ZNF7,0.028301887
ZNF250,0.028301887
SYCP2L,0.028301887
GALNT15,0.028301887
TMEM14C,0.028301887
ABCF2,0.028301887
C9orf66,0.028301887
UBE2E3,0.028301887
CHCHD5,0.028301887
FRG2C,0.028301887
AIFM2,0.028301887
MAT1A,0.028301887
RAB11FIP5,0.028301887
EMX1,0.028301887
PLAU,0.028301887
AP3M1,0.028301887
ATP6V1B1,0.028301887
DUSP13,0.028301887
GHSR,0.028301887
FAM136A,0.028301887
ZNF503,0.028301887
EXOSC10,0.028301887
PCBP1,0.028301887
TBL2,0.028301887
PLA2G12A,0.028301887
C1orf127,0.028301887
LRRFIP1P1,0.028301887
TAGAP,0.028301887
SFTPA2,0.028301887
GNB4,0.028301887
ETNPPL,0.028301887
ACTL6A,0.028301887
ACAT2,0.028301887
NCF1B,0.028301887
EEF1A1P9,0.028301887
RP11-379K17.4,0.028301887
CAMK2D,0.028301887
SMYD5,0.028301887
USP53,0.028301887
NODAL,0.028301887
PCGF1,0.028301887
TMEM18,0.028301887
WBSCR16,0.028301887
SNTG2,0.028301887
CHST3,0.028301887
GTF2IRD1,0.028301887
RFC2,0.028301887
ANAPC16,0.028301887
MCU,0.028301887
RP11-455G16.1,0.028301887
FBXO6,0.028301887
TNFRSF1B,0.028301887
RP11-384K6.6,0.028301887
NUDT13,0.028301887
PLOD1,0.028301887
MYNN,0.028301887
LAT2,0.028301887
NPPA,0.028301887
LRRC34,0.028301887
MSS51,0.028301887
LRRIQ4,0.028301887
STAG3L3,0.028301887
MBOAT2,0.028301887
CCNJ,0.028301887
NFU1,0.028301887
IFIT3,0.028301887
SEPHS1P1,0.028301887
NUDT9,0.028301887
KLHL8,0.028301887
FRMD1,0.028301887
TPRG1,0.028301887
AC016734.2,0.028301887
RPP30,0.028301887
CLDN1,0.028301887
ENO1,0.028301887
PPP1R3C,0.028301887
ZNF727,0.028301887
TCTE3,0.028301887
LINC00242,0.028301887
PLAC8,0.028301887
FFAR4,0.028301887
COPS4,0.028301887
FAM120B,0.028301887
THAP9,0.028301887
HELLS,0.028301887
CYP2C9,0.028301887
TCTN3,0.028301887
PRKAR1B,0.028301887
RP11-797H7.5,0.028301887
ABCG2,0.028301887
ACTA2,0.028301887
PNO1,0.028301887
PARL,0.028301887
LRIT1,0.028301887
EMCN,0.028301887
EIF2B5,0.028301887
STAG3L4,0.028301887
ABCF3,0.028301887
PACRG,0.028301887
MTTP,0.028301887
ADH7,0.028301887
PLEK,0.028301887
ALG3,0.028301887
STAMBPL1,0.028301887
TMEM201,0.028301887
CCR6,0.028301887
CHRD,0.028301887
TMEM41A,0.028301887
C1D,0.028301887
GPR31,0.028301887
LIPJ,0.028301887
CEP68,0.028301887
SLC1A4,0.028301887
PDIA6,0.028301887
NDNF,0.028301887
EIF4EBP2,0.028301887
GATSL2,0.028301887
SH3YL1,0.028301887
TMEM144,0.028301887
OR2T8,0.028301887
GDF2,0.028301887
TMEM150A,0.028301887
TSC22D2,0.028301887
GDF10,0.028301887
CTSO,0.028301887
TDO2,0.028301887
FBXO5,0.028301887
GGCX,0.028301887
MTRF1L,0.028301887
GUCY1A3,0.028301887
LRRC18,0.028301887
OR2L8,0.028301887
SFRP2,0.028301887
C10orf128,0.028301887
CHAT,0.028301887
OR2AK2,0.028301887
C10orf53,0.028301887
TMEM154,0.028301887
ASAH2,0.028301887
SIAH2,0.028301887
CELA2A,0.028301887
TM4SF4,0.028301887
OR2W3,0.028301887
RSC1A1,0.028301887
RAET1K,0.028301887
ST3GAL5,0.028301887
RNA5SP311,0.028301887
LRP11,0.028301887
SPOCK3,0.028301887
RAET1G,0.028301887
MSMO1,0.028301887
SYT15,0.028301887
OR14A16,0.028301887
NPY4R,0.028301887
PLSCR2,0.028301887
FBLIM1,0.028301887
CTGLF11P,0.028301887
1-Mar,0.028301887
TMA16,0.028301887
PLEKHM2,0.028301887
FAM35DP,0.028301887
PLSCR5,0.028301887
AGTR1,0.028301887
PPID,0.028301887
ANTXRL,0.028301887
IYD,0.028301887
ETFDH,0.028301887
A1CF,0.028301887
DKK1,0.028301887
MAB21L2,0.028301887
PRAMEF1,0.028301887
GFM1,0.028301887
CLGN,0.028301887
REG1B,0.028301887
EVA1A,0.028301887
CCRN4L,0.028301887
TACR1,0.028301887
PRAMEF4,0.028301887
HNRNPCL1,0.028301887
PRAMEF11,0.028301887
HK2,0.028301887
ARL14,0.028301887
SLC25A16,0.028301887
MFSD8,0.028301887
AADACL3,0.028301887
H2AFY2,0.028301887
SPATA5,0.028301887
B3GALNT1,0.028301887
C3orf52,0.028301887
TYSND1,0.028301887
LOXL3,0.028301887
ADAD1,0.028301887
BBS7,0.028301887
STOX1,0.028301887
RSRC1,0.028301887
TMEM184C,0.028301887
RTKN2,0.028301887
TCF7L1,0.028301887
IPMK,0.028301887
TMEM51,0.028301887
KCMF1,0.028301887
FAM13C,0.028301887
PRAMEF17,0.028301887
PRAMEF19,0.028301887
OR2M1P,0.028301887
ZNF827,0.028301887
TRABD2A,0.028301887
REG3A,0.028301887
ZP3,0.028301887
P2RY13,0.028301887
P2RY12,0.028301887
OR2T2,0.028301887
GMPS,0.028301887
OR2T3,0.028301887
KCNAB1,0.028301887
UPK3B,0.028301887
EZR,0.028301887
DTX2,0.028301887
PRAMEF7,0.028301887
MYCN,0.028301887
BLNK,0.028301887
CD8B,0.028301887
TLR1,0.028301887
LINC00265,0.028301887
CNGA1,0.028301887
NIPAL1,0.028301887
NPVF,0.028301887
SLC30A9,0.028301887
MXD4,0.028301887
ZFYVE28,0.028301887
APBB2,0.028301887
PNLIPRP2,0.028301887
DNAJC5G,0.028301887
NSUN7,0.028301887
VAX1,0.028301887
HOXA2,0.028301887
HOXA4,0.028301887
HOXA5,0.028301887
FAM204A,0.028301887
CACUL1,0.028301887
HOXA10,0.028301887
B3GALT6,0.028301887
RP11-333E13.4,0.028301887
PDS5A,0.028301887
UGDH,0.028301887
SNX17,0.028301887
TXK,0.028301887
LETM1,0.028301887
TACC3,0.028301887
FIP1L1,0.028301887
SPON2,0.028301887
URGCP,0.028301887
CRIPAK,0.028301887
MXI1,0.028301887
KCNK3,0.028301887
BLVRA,0.028301887
KLHL7,0.028301887
SIX2,0.028301887
C7orf25,0.028301887
SLC35F6,0.028301887
HABP2,0.028301887
PNLIPRP3,0.028301887
PLEKHS1,0.028301887
SGCB,0.028301887
THADA,0.028301887
VWA2,0.028301887
MTA3,0.028301887
DCUN1D4,0.028301887
CWH43,0.028301887
AC004987.9,0.028301887
CCDC172,0.028301887
OCIAD2,0.028301887
FAM114A1,0.028301887
NRBP1,0.028301887
ENOPH1,0.028301887
HOXA11,0.028301887
TRMT44,0.028301887
CRHR2,0.028301887
RMDN2,0.028301887
GPR78,0.028301887
GPR26,0.028301887
DCAF16,0.028301887
CPXM2,0.028301887
CLRN2,0.028301887
OAT,0.028301887
CEBPZ,0.028301887
