gene_name,TCGA-COAD(Black Or African American)(57)
ZNF92,0.035087719
TBX20,0.035087719
7-Sep,0.035087719
KIAA0895,0.035087719
AOAH,0.035087719
SMG9,0.035087719
ONECUT1,0.035087719
PLAUR,0.035087719
PER3,0.035087719
CADM4,0.035087719
EPHB6,0.035087719
IRGQ,0.035087719
DNAJC11,0.035087719
ZNF492,0.035087719
WIPF3,0.035087719
OR2A1,0.035087719
ARHGEF5,0.035087719
ATP13A1,0.035087719
SSC4D,0.035087719
ABCB5,0.035087719
CDCA7L,0.035087719
KLC3,0.035087719
AOC1,0.035087719
NCAN,0.035087719
HAPLN4,0.035087719
NKPD1,0.035087719
GIMAP7,0.035087719
GIMAP8,0.035087719
STK31,0.035087719
MARK4,0.035087719
MPP6,0.035087719
H6PD,0.035087719
GATAD2A,0.035087719
ZNF777,0.035087719
CILP2,0.035087719
HOXA2,0.035087719
HOXA3,0.035087719
ZNF282,0.035087719
PVRL2,0.035087719
ZNF398,0.035087719
BCAM,0.035087719
HOXA11,0.035087719
CEACAM16,0.035087719
SLC2A5,0.035087719
CPVL,0.035087719
AMPH,0.035087719
POU6F2,0.035087719
PHF13,0.035087719
ARHGEF1,0.035087719
DMRTC2,0.035087719
CCDC27,0.035087719
POM121L12,0.035087719
CNOT4,0.035087719
ALDH1A2,0.035087719
LANCL2,0.035087719
WDR91,0.035087719
CEACAM4,0.035087719
MEGF6,0.035087719
CALD1,0.035087719
MRPS17,0.035087719
RGS9BP,0.035087719
CCT6A,0.035087719
PHKG1,0.035087719
BCKDHA,0.035087719
PODXL,0.035087719
TSGA13,0.035087719
TGFB1,0.035087719
CEP41,0.035087719
ZNF716,0.035087719
LRP3,0.035087719
CYP2A13,0.035087719
ZNF736,0.035087719
ZNF107,0.035087719
LSM14A,0.035087719
KCP,0.035087719
ITPKC,0.035087719
CHRM2,0.035087719
LRRC47,0.035087719
CDK13,0.035087719
TCF12,0.035087719
KIAA1147,0.035087719
PIGB,0.035087719
TAS1R1,0.035087719
ADCK2,0.035087719
PSG7,0.035087719
NOL9,0.035087719
PLEKHG5,0.035087719
URGCP,0.035087719
HIPK2,0.035087719
CLEC2L,0.035087719
AEBP1,0.035087719
POLD2,0.035087719
TTC26,0.035087719
ITGA11,0.035087719
ZC3HAV1,0.035087719
CAMK2B,0.035087719
NPC1L1,0.035087719
RFX7,0.035087719
CIC,0.035087719
TBRG4,0.035087719
ADCY1,0.035087719
ZNF526,0.035087719
DEDD2,0.035087719
POU2F2,0.035087719
AJAP1,0.035087719
C7orf65,0.035087719
ZNF574,0.035087719
SLC17A5,0.035087719
ZNF614,0.035087719
MTO1,0.035087719
MKNK2,0.035087719
APBA1,0.035087719
GNL2,0.035087719
FAM122A,0.035087719
FOXD4L3,0.035087719
RIPK1,0.035087719
SNIP1,0.035087719
IGHA1,0.035087719
IGHG1,0.035087719
SLC22A23,0.035087719
CSNK1G2,0.035087719
BTBD2,0.035087719
C6orf201,0.035087719
SMOX,0.035087719
GRIK3,0.035087719
BFSP1,0.035087719
SF3A2,0.035087719
FARS2,0.035087719
NRN1,0.035087719
F13A1,0.035087719
SPPL2B,0.035087719
RIOK1,0.035087719
DIRAS1,0.035087719
SGTA,0.035087719
ZNF658B,0.035087719
ZNF658,0.035087719
OFCC1,0.035087719
SPATA31A1,0.035087719
TFAP2A,0.035087719
IGHE,0.035087719
GPCPD1,0.035087719
C20orf196,0.035087719
EXOC2,0.035087719
MACROD2,0.035087719
MIDN,0.035087719
FRMD3,0.035087719
ADSSL1,0.035087719
SPTLC3,0.035087719
P3H3,0.035087719
CLK4,0.035087719
JAG1,0.035087719
CEP78,0.035087719
GRM6,0.035087719
ZNF354C,0.035087719
RUFY1,0.035087719
PRUNE2,0.035087719
GPR132,0.035087719
BRF1,0.035087719
TRPM6,0.035087719
PIDD1,0.035087719
RORB,0.035087719
GFPT2,0.035087719
PACS2,0.035087719
OR2Y1,0.035087719
MGAT1,0.035087719
INPP5B,0.035087719
MTA1,0.035087719
TMEM2,0.035087719
MPG,0.035087719
DUSP22,0.035087719
GCNT2,0.035087719
TLE6,0.035087719
TMEM14C,0.035087719
PIP5K1C,0.035087719
AGO4,0.035087719
TMC2,0.035087719
FAM65B,0.035087719
ASB7,0.035087719
CERS3,0.035087719
PDYN,0.035087719
FANCG,0.035087719
KIAA0319L,0.035087719
ATCAY,0.035087719
FAM205A,0.035087719
HIST1H4B,0.035087719
NSFL1C,0.035087719
SDCBP2,0.035087719
HIST1H1C,0.035087719
ZBTB7A,0.035087719
SNPH,0.035087719
PRR35,0.035087719
ANKRD24,0.035087719
KIF24,0.035087719
CCDC94,0.035087719
MEF2A,0.035087719
CHAF1A,0.035087719
UBXN6,0.035087719
IGF1R,0.035087719
HIST1H4H,0.035087719
BTN3A3,0.035087719
TNFAIP8L1,0.035087719
KIAA0319,0.035087719
GPLD1,0.035087719
STK40,0.035087719
CA9,0.035087719
SYCP2L,0.035087719
TLE2,0.035087719
ELOVL2,0.035087719
SH3D21,0.035087719
ERVFRD-1,0.035087719
THRAP3,0.035087719
PHACTR1,0.035087719
GFOD1,0.035087719
SIRT5,0.035087719
RANBP9,0.035087719
JARID2,0.035087719
GNE,0.035087719
PTPRA,0.035087719
NUP153,0.035087719
COL8A2,0.035087719
VPS16,0.035087719
TPMT,0.035087719
KDM1B,0.035087719
FZR1,0.035087719
MFSD12,0.035087719
C19orf71,0.035087719
FAM221B,0.035087719
TMEM8B,0.035087719
TEKT2,0.035087719
AGO3,0.035087719
TLN1,0.035087719
ALDH1A3,0.035087719
FLRT3,0.035087719
NT5C1A,0.035087719
DDX43,0.035087719
PTPRF,0.035087719
KIF3B,0.035087719
ZNF483,0.035087719
OR2K2,0.035087719
TM9SF4,0.035087719
SERPINB2,0.035087719
FOXS1,0.035087719
PALM2,0.035087719
BCL2L1,0.035087719
PTPN3,0.035087719
PDE6A,0.035087719
TMEM245,0.035087719
CSF1R,0.035087719
PDGFRB,0.035087719
ACTL7B,0.035087719
PDLIM7,0.035087719
KLF4,0.035087719
CDH7,0.035087719
DSEL,0.035087719
ELOVL1,0.035087719
TMX3,0.035087719
HAGHL,0.035087719
CCDC102B,0.035087719
DEFB118,0.035087719
TNIP1,0.035087719
MPL,0.035087719
RTTN,0.035087719
TIE1,0.035087719
NETO1,0.035087719
DPH2,0.035087719
B4GALT2,0.035087719
DNMT3B,0.035087719
C9orf84,0.035087719
PCDHB14,0.035087719
PCDHB15,0.035087719
CCBE1,0.035087719
PCDHGA3,0.035087719
PCDHGA4,0.035087719
HPDL,0.035087719
PCDHGB3,0.035087719
ZNF618,0.035087719
PCDHGA9,0.035087719
C9orf43,0.035087719
TELO2,0.035087719
CDH20,0.035087719
PCDHGC4,0.035087719
PLK3,0.035087719
C1orf228,0.035087719
GNPTG,0.035087719
RNF220,0.035087719
DMAP1,0.035087719
SPRY4,0.035087719
TPSD1,0.035087719
ARHGAP26,0.035087719
BPIFA3,0.035087719
PHLPP1,0.035087719
BPIFB4,0.035087719
BPIFB3,0.035087719
SERPINB5,0.035087719
TCERG1,0.035087719
C1orf210,0.035087719
SLC36A1,0.035087719
GRIN3A,0.035087719
LCP2,0.035087719
FAM120A,0.035087719
TNFAIP2,0.035087719
NEURL1,0.035087719
NIFK,0.035087719
ANKRD19P,0.035087719
RALGAPA2,0.035087719
CKB,0.035087719
MISP,0.035087719
BNIP1,0.035087719
RIN2,0.035087719
NWD2,0.035087719
ELANE,0.035087719
THOC3,0.035087719
SPIN1,0.035087719
CDK20,0.035087719
XRCC3,0.035087719
CDHR2,0.035087719
SPATA31E1,0.035087719
GRIN3B,0.035087719
TMEM259,0.035087719
HK3,0.035087719
CNN2,0.035087719
P3H1,0.035087719
HMHA1,0.035087719
RGS14,0.035087719
NAA35,0.035087719
AGTPBP1,0.035087719
HCN2,0.035087719
FOXI1,0.035087719
FBXL16,0.035087719
CDC34,0.035087719
RNF20,0.035087719
FAM69C,0.035087719
MURC,0.035087719
ZNF337,0.035087719
LARP1,0.035087719
CNDP1,0.035087719
RHBDL1,0.035087719
ABHD12,0.035087719
WDR90,0.035087719
ANKS6,0.035087719
PIGQ,0.035087719
TBC1D2,0.035087719
TSHZ1,0.035087719
MAPK8IP1,0.035087719
CAPN15,0.035087719
TMOD1,0.035087719
CCDC180,0.035087719
ATP9B,0.035087719
MOK,0.035087719
ZNF367,0.035087719
FOXJ3,0.035087719
GZF1,0.035087719
HMMR,0.035087719
FBP2,0.035087719
ANKRD9,0.035087719
SCMH1,0.035087719
TRAF3,0.035087719
TOPORS,0.035087719
DPP9,0.035087719
TICAM1,0.035087719
NLRP12,0.035087719
ADAMTS7,0.035087719
POU5F1B,0.035087719
CNOT3,0.035087719
SFN,0.035087719
CHRNA5,0.035087719
MOCS1,0.035087719
ZNF414,0.035087719
ARID1A,0.035087719
SQLE,0.035087719
TARM1,0.035087719
OR2Z1,0.035087719
PRKCG,0.035087719
IREB2,0.035087719
FAM91A1,0.035087719
EQTN,0.035087719
KLHL38,0.035087719
OR1M1,0.035087719
APBA2,0.035087719
ZNF317,0.035087719
DEPTOR,0.035087719
OR7D2,0.035087719
LINGO1,0.035087719
EXT1,0.035087719
KLC4,0.035087719
PTK7,0.035087719
SRF,0.035087719
FAN1,0.035087719
TRPM1,0.035087719
GABRG3,0.035087719
TSEN34,0.035087719
2-Mar,0.035087719
MDGA1,0.035087719
AP3B2,0.035087719
ARC,0.035087719
KIR2DL1,0.035087719
TCP11,0.035087719
IL16,0.035087719
PTP4A3,0.035087719
GPR20,0.035087719
SLC45A4,0.035087719
MESDC1,0.035087719
AGO2,0.035087719
TRAPPC9,0.035087719
KCNK9,0.035087719
AHDC1,0.035087719
ZFAT,0.035087719
CTSH,0.035087719
STK38,0.035087719
LENG8,0.035087719
LAIR1,0.035087719
HHLA1,0.035087719
LILRA5,0.035087719
PI16,0.035087719
FAM46B,0.035087719
FGD2,0.035087719
KANK3,0.035087719
LILRB5,0.035087719
CMTR1,0.035087719
LILRB3,0.035087719
ABCC10,0.035087719
PAFAH2,0.035087719
ABRA,0.035087719
ZNF347,0.035087719
PAQR8,0.035087719
ESRP1,0.035087719
NIPAL3,0.035087719
KRI1,0.035087719
ZNF468,0.035087719
GCLC,0.035087719
KLHL31,0.035087719
SLC26A7,0.035087719
IFNLR1,0.035087719
PNRC2,0.035087719
KIAA1586,0.035087719
LPCAT4,0.035087719
CNBD1,0.035087719
ZNF701,0.035087719
ZNF808,0.035087719
ZNF578,0.035087719
ZNF534,0.035087719
CNGB3,0.035087719
AQR,0.035087719
ZNF770,0.035087719
COL9A1,0.035087719
WWP1,0.035087719
ZNF880,0.035087719
ATP6V0D2,0.035087719
RP13-1032I1.10,0.035087719
KHDC1,0.035087719
OOEP,0.035087719
CDC37,0.035087719
PLEKHF2,0.035087719
OXR1,0.035087719
ODF3L1,0.035087719
POLH,0.035087719
DPYS,0.035087719
COL5A3,0.035087719
DCAF13,0.035087719
RDH8,0.035087719
FZD6,0.035087719
ATP6V1C1,0.035087719
ISL2,0.035087719
NFKBIE,0.035087719
SNX31,0.035087719
RUNX2,0.035087719
ANKRD46,0.035087719
ENPP4,0.035087719
RNF19A,0.035087719
ICAM4,0.035087719
ICAM5,0.035087719
PTCHD4,0.035087719
MATN2,0.035087719
MTDH,0.035087719
ZNF765,0.035087719
CPQ,0.035087719
ZNF525,0.035087719
RAVER1,0.035087719
TYK2,0.035087719
TFAP2D,0.035087719
CHRM5,0.035087719
ZNF677,0.035087719
LYNX1,0.035087719
NLRP7,0.035087719
CYP11B2,0.035087719
RANBP3,0.035087719
PTPRD,0.035087719
UHRF2,0.035087719
GTF2F1,0.035087719
HLA-A,0.035087719
RANBP6,0.035087719
ZNF211,0.035087719
ZNF134,0.035087719
ZNF530,0.035087719
KIAA1522,0.035087719
ZIK1,0.035087719
TRIM15,0.035087719
RBBP4,0.035087719
ZNF550,0.035087719
ABCF1,0.035087719
PPP1R10,0.035087719
ATAT1,0.035087719
RCL1,0.035087719
ZNF749,0.035087719
TNFSF14,0.035087719
C3,0.035087719
FES,0.035087719
KIAA0020,0.035087719
FURIN,0.035087719
ZNF543,0.035087719
DPCR1,0.035087719
MUC21,0.035087719
BLM,0.035087719
HLA-F,0.035087719
TTC39B,0.035087719
CRTC3,0.035087719
CCDC171,0.035087719
POM121L2,0.035087719
KDM4B,0.035087719
MZF1,0.035087719
ZBTB45,0.035087719
MCTP2,0.035087719
SAFB,0.035087719
HIST1H2AM,0.035087719
OR2B2,0.035087719
KLHL9,0.035087719
CATSPERD,0.035087719
ZNF192P1,0.035087719
TRIM62,0.035087719
RGMA,0.035087719
NKAPL,0.035087719
ZNF8,0.035087719
TRIM27,0.035087719
FUT5,0.035087719
OR2B3,0.035087719
ZSCAN18,0.035087719
ZNF135,0.035087719
HAUS6,0.035087719
IGHV4-61,0.035087719
ZNF418,0.035087719
FNDC5,0.035087719
OR2H1,0.035087719
ZNF587,0.035087719
ZNF814,0.035087719
CCHCR1,0.035087719
IQGAP1,0.035087719
TNNI3,0.035087719
HAPLN3,0.035087719
NLRP11,0.035087719
MAGEL2,0.035087719
RNA5SP206,0.035087719
NDN,0.035087719
PRRT1,0.035087719
HSF1,0.035087719
MROH1,0.035087719
GPSM3,0.035087719
STXBP2,0.035087719
SHARPIN,0.035087719
ZNF784,0.035087719
FIZ1,0.035087719
PARP10,0.035087719
SBK2,0.035087719
OPRD1,0.035087719
TAP2,0.035087719
NRBP2,0.035087719
CCDC166,0.035087719
IL11,0.035087719
FCER2,0.035087719
ZC3H3,0.035087719
ZSCAN2,0.035087719
PTPRH,0.035087719
TAPBP,0.035087719
SYT5,0.035087719
DNAAF3,0.035087719
KIFC1,0.035087719
C4A,0.035087719
DXO,0.035087719
ZNF774,0.035087719
HERC2P2,0.035087719
HLA-C,0.035087719
HLA-B,0.035087719
EIF3I,0.035087719
PEX11G,0.035087719
DDX39B,0.035087719
ANPEP,0.035087719
KIF7,0.035087719
TICRR,0.035087719
ZNF250,0.035087719
ZNF7,0.035087719
KPNA6,0.035087719
BAG6,0.035087719
ZNF517,0.035087719
ZNF470,0.035087719
ZNF34,0.035087719
LY6G5C,0.035087719
LRRC14,0.035087719
MCOLN1,0.035087719
PPP1R16A,0.035087719
NIPA1,0.035087719
POLG,0.035087719
SAPCD1,0.035087719
LSM2,0.035087719
HSPA1B,0.035087719
EHMT2,0.035087719
C2,0.035087719
ABHD2,0.035087719
TBC1D10B,0.035087719
KLHDC1,0.035087719
PIANP,0.035087719
ALG12,0.035087719
FAM47C,0.035087719
NKTR,0.035087719
SLC6A10P,0.035087719
KLHL40,0.035087719
RBM14,0.035087719
ACKR2,0.035087719
CCDC87,0.035087719
PRRG1,0.035087719
CYP8B1,0.035087719
SOCS5,0.035087719
ACSL4,0.035087719
WIBG,0.035087719
DGKA,0.035087719
ATP6V1E2,0.035087719
BBS1,0.035087719
KSR1,0.035087719
GUCY2F,0.035087719
COL4A6,0.035087719
RSRC2,0.035087719
PTH2R,0.035087719
CDH1,0.035087719
MLC1,0.035087719
MED4,0.035087719
ADRBK1,0.035087719
NLGN3,0.035087719
MED12,0.035087719
MLLT6,0.035087719
STON1,0.035087719
C11orf86,0.035087719
TMPRSS13,0.035087719
TRAK1,0.035087719
LRFN4,0.035087719
SLCO1B3,0.035087719
FBXO11,0.035087719
EIF5B,0.035087719
LL22NC03-75H12.2,0.035087719
FAM27L,0.035087719
UBBP4,0.035087719
PPM1B,0.035087719
CSAG1,0.035087719
CHST10,0.035087719
SYT11,0.035087719
PACS1,0.035087719
ABCG5,0.035087719
ZC3H10,0.035087719
NDUFS1,0.035087719
SLC7A3,0.035087719
ZCCHC8,0.035087719
CATSPER1,0.035087719
ESYT1,0.035087719
INO80D,0.035087719
NPAS2,0.035087719
TBC1D8,0.035087719
F8,0.035087719
GTSE1,0.035087719
ZNF35,0.035087719
SIX2,0.035087719
PDE3A,0.035087719
KIAA0226L,0.035087719
CPO,0.035087719
CR1L,0.035087719
TOPAZ1,0.035087719
ZNF445,0.035087719
SRPX,0.035087719
AFF3,0.035087719
CHRDL1,0.035087719
PAK3,0.035087719
PREPL,0.035087719
MDH1B,0.035087719
TMEM25,0.035087719
OTC,0.035087719
MOV10L1,0.035087719
MYRIP,0.035087719
CLIP1,0.035087719
CRTAP,0.035087719
SGSM2,0.035087719
ITGB1BP2,0.035087719
FANCL,0.035087719
PITPNM1,0.035087719
PNMA6A,0.035087719
SBF1,0.035087719
SMPD3,0.035087719
SRR,0.035087719
PNMA3,0.035087719
ARPP21,0.035087719
DCLK3,0.035087719
PCSK7,0.035087719
TRANK1,0.035087719
SMG6,0.035087719
MLH1,0.035087719
UBE2MP1,0.035087719
GK,0.035087719
CTCF,0.035087719
PAPOLG,0.035087719
LRP5,0.035087719
RNF128,0.035087719
RASSF5,0.035087719
NDUFS8,0.035087719
SEMA4C,0.035087719
KLHDC7B,0.035087719
KCNJ8,0.035087719
C2orf74,0.035087719
ANKRD36,0.035087719
ANKRD36B,0.035087719
PECR,0.035087719
NCKAP1L,0.035087719
IPO5,0.035087719
TADA2A,0.035087719
TAF1,0.035087719
GOLGA4,0.035087719
TAB3,0.035087719
GYS2,0.035087719
ITGA9,0.035087719
SEMA4A,0.035087719
WDR48,0.035087719
FAM47A,0.035087719
ARHGAP23,0.035087719
LMNA,0.035087719
XIRP1,0.035087719
ACADL,0.035087719
CX3CR1,0.035087719
ACAP1,0.035087719
SSH3,0.035087719
SLCO1A2,0.035087719
RXRG,0.035087719
PIGR,0.035087719
RPSA,0.035087719
PANX2,0.035087719
SLC25A44,0.035087719
TSPYL6,0.035087719
MGAT4A,0.035087719
EFEMP1,0.035087719
SPAG16,0.035087719
CTDSPL,0.035087719
CNGA3,0.035087719
CDADC1,0.035087719
TMTC4,0.035087719
ITGBL1,0.035087719
FNDC3A,0.035087719
CYSLTR2,0.035087719
CCDC88A,0.035087719
SMG5,0.035087719
SLC22A14,0.035087719
IL19,0.035087719
XYLB,0.035087719
MPHOSPH9,0.035087719
MTA3,0.035087719
CCR9,0.035087719
4-Mar,0.035087719
SATB2,0.035087719
RPS6KA4,0.035087719
B4GALNT1,0.035087719
RARA,0.035087719
DCST2,0.035087719
GJD3,0.035087719
SC5D,0.035087719
RFTN2,0.035087719
MAGEA4,0.035087719
SORL1,0.035087719
GUCY2C,0.035087719
UCHL5,0.035087719
CYP2D6,0.035087719
CENPBD1,0.035087719
PGRMC1,0.035087719
SF3B1,0.035087719
BOLL,0.035087719
KLHDC8B,0.035087719
KLHL13,0.035087719
ST6GAL2,0.035087719
DBNDD1,0.035087719
TERF2,0.035087719
SOX1,0.035087719
SPACA7,0.035087719
GLRX2,0.035087719
SGOL2,0.035087719
CDC42BPG,0.035087719
DCTN2,0.035087719
KCTD18,0.035087719
MCF2L,0.035087719
PYGM,0.035087719
F10,0.035087719
DCST1,0.035087719
WBP11,0.035087719
POLDIP3,0.035087719
DEF8,0.035087719
ANKRD44,0.035087719
ALDH3A1,0.035087719
UBASH3B,0.035087719
RBM5,0.035087719
3-Sep,0.035087719
RNF112,0.035087719
CTDSP2,0.035087719
GNAT1,0.035087719
SLC4A1AP,0.035087719
SEMA3B,0.035087719
EFNB1,0.035087719
KRBOX4,0.035087719
SLC16A7,0.035087719
TMEM225,0.035087719
ATL3,0.035087719
NAT6,0.035087719
OR4D5,0.035087719
KCNN3,0.035087719
GRAMD1B,0.035087719
SDPR,0.035087719
TMEFF2,0.035087719
TCF25,0.035087719
EPSTI1,0.035087719
DCAF6,0.035087719
PASD1,0.035087719
GPR161,0.035087719
KRT25,0.035087719
SLC25A43,0.035087719
PYGO2,0.035087719
INTS7,0.035087719
SLC47A1,0.035087719
KRT27,0.035087719
SPIRE2,0.035087719
MST1R,0.035087719
KIAA1467,0.035087719
P2RX4,0.035087719
SERTAD4,0.035087719
LTBP1,0.035087719
RAPH1,0.035087719
IL1RL2,0.035087719
ALS2CL,0.035087719
LRRC43,0.035087719
FZD7,0.035087719
SIPA1,0.035087719
PCNXL3,0.035087719
MAP3K11,0.035087719
IL1RL1,0.035087719
KIAA1644,0.035087719
TIMELESS,0.035087719
CDK15,0.035087719
ERBB2,0.035087719
GLOD4,0.035087719
ASH1L,0.035087719
GRB7,0.035087719
ALS2,0.035087719
LAMB3,0.035087719
IRS2,0.035087719
CASC3,0.035087719
IL1R2,0.035087719
FYCO1,0.035087719
CYP20A1,0.035087719
SMC1B,0.035087719
FBXL20,0.035087719
DLG3,0.035087719
RP11-434D2.7,0.035087719
CCR5,0.035087719
DPAGT1,0.035087719
ICA1L,0.035087719
CFHR3,0.035087719
FAM117B,0.035087719
POGK,0.035087719
MED1,0.035087719
KIAA0930,0.035087719
CFH,0.035087719
PTPN23,0.035087719
SCAMP3,0.035087719
B3GALT2,0.035087719
FRMD8,0.035087719
STAT6,0.035087719
SYVN1,0.035087719
MAGEA10,0.035087719
CSF3,0.035087719
TUBB8P7,0.035087719
HEATR5B,0.035087719
THRA,0.035087719
R3HDM2,0.035087719
NYX,0.035087719
CHRNB1,0.035087719
CPD,0.035087719
GLI1,0.035087719
ARHGAP9,0.035087719
MARS,0.035087719
RP11-1007I13.4,0.035087719
PVRL1,0.035087719
PRKD3,0.035087719
MPPED1,0.035087719
CASP8,0.035087719
GABRQ,0.035087719
CARKD,0.035087719
KCTD4,0.035087719
ATP6AP2,0.035087719
KIF4A,0.035087719
GPR182,0.035087719
C17orf74,0.035087719
NAB2,0.035087719
ARR3,0.035087719
RNF26,0.035087719
DPF2,0.035087719
RP11-434D2.2,0.035087719
TGFBRAP1,0.035087719
SLC22A20,0.035087719
OGT,0.035087719
SRGAP2,0.035087719
C2orf16,0.035087719
ALG11,0.035087719
HDLBP,0.035087719
CENPT,0.035087719
FARP2,0.035087719
STK25,0.035087719
MAGEE1,0.035087719
ZNF207,0.035087719
TSNAXIP1,0.035087719
MYBBP1A,0.035087719
ATP2B4,0.035087719
LOXL3,0.035087719
DUS2,0.035087719
AUP1,0.035087719
LARP4,0.035087719
USP35,0.035087719
IRS1,0.035087719
HK2,0.035087719
TAF7L,0.035087719
TMEM132B,0.035087719
SNED1,0.035087719
ZCCHC5,0.035087719
ADAMTS20,0.035087719
IGKV2-24,0.035087719
GPC1,0.035087719
DAW1,0.035087719
ASIC1,0.035087719
CNKSR2,0.035087719
CWF19L2,0.035087719
PPHLN1,0.035087719
GCFC2,0.035087719
ALKBH8,0.035087719
ATP7A,0.035087719
CREBZF,0.035087719
PRELP,0.035087719
FBRSL1,0.035087719
CTAGE11P,0.035087719
TLX2,0.035087719
NEK8,0.035087719
ZC3H11A,0.035087719
PHEX,0.035087719
P2RX1,0.035087719
CAMKK1,0.035087719
GPR25,0.035087719
SLC4A8,0.035087719
LPCAT2,0.035087719
STAMBP,0.035087719
ZMAT1,0.035087719
KIAA2022,0.035087719
ZC3H12C,0.035087719
ADGRG6,0.035087719
CADM3,0.035087719
LRRC32,0.035087719
PTCHD1,0.035087719
MTMR14,0.035087719
CAV3,0.035087719
SLC4A5,0.035087719
SERPINE2,0.035087719
LMO7,0.035087719
TTC31,0.035087719
FRMPD4,0.035087719
DOCK10,0.035087719
SPNS3,0.035087719
PAPD5,0.035087719
MOGS,0.035087719
RSF1,0.035087719
EDEM1,0.035087719
CRBN,0.035087719
CPNE8,0.035087719
LRRN1,0.035087719
ZZEF1,0.035087719
PDZD4,0.035087719
ARHGAP6,0.035087719
IGSF8,0.035087719
MYBPH,0.035087719
BRPF1,0.035087719
ZNF594,0.035087719
ZFP3,0.035087719
ULK1,0.035087719
MMP27,0.035087719
HDX,0.035087719
IPO9,0.035087719
ADCY6,0.035087719
DIS3L2,0.035087719
DIAPH3,0.035087719
NAV1,0.035087719
ADGRA2,0.035087719
SCAF11,0.035087719
PTMA,0.035087719
LY9,0.035087719
GDI1,0.035087719
ASB18,0.035087719
ECEL1,0.035087719
KLHL4,0.035087719
PHF12,0.035087719
MAML2,0.035087719
AC073254.1,0.035087719
REPS2,0.035087719
RBBP7,0.035087719
VPS36,0.035087719
SATL1,0.035087719
PGR,0.035087719
NSRP1,0.035087719
PUS1,0.035087719
SAG,0.035087719
EDC4,0.035087719
SMYD1,0.035087719
ARHGAP42,0.035087719
IRX3,0.035087719
FABP1,0.035087719
JRKL,0.035087719
ENO3,0.035087719
GPR83,0.035087719
SCML2,0.035087719
PANX1,0.035087719
PCDH19,0.035087719
FAM46D,0.035087719
ASB9,0.035087719
AC016757.3,0.035087719
CHORDC1,0.035087719
ADGRE3,0.035087719
MAP3K15,0.035087719
SPATS2,0.035087719
KCMF1,0.035087719
ITM2A,0.035087719
PUS7L,0.035087719
SEZ6,0.035087719
TMEM183A,0.035087719
SP110,0.035087719
ATP1A4,0.035087719
PHKA2,0.035087719
PPEF1,0.035087719
GP1BA,0.035087719
C2orf68,0.035087719
SLAMF1,0.035087719
DDN,0.035087719
PLEKHA8P1,0.035087719
SFTPB,0.035087719
MIS12,0.035087719
NCL,0.035087719
ADGRB3,0.035087719
RIMBP2,0.035087719
NOC4L,0.035087719
VANGL2,0.035087719
TMEM150A,0.035087719
RBM44,0.035087719
UFC1,0.035087719
ARMC9,0.035087719
CPNE9,0.035087719
ALMS1,0.035087719
TGFBR2,0.035087719
DVL2,0.035087719
PLCD4,0.035087719
TCEAL1,0.035087719
RQCD1,0.035087719
BGN,0.035087719
TAF15,0.035087719
FCRL4,0.035087719
DCAF8L2,0.035087719
LRTOMT,0.035087719
ARHGEF11,0.035087719
ASUN,0.035087719
TRIM13,0.035087719
KCNH8,0.035087719
HDAC8,0.035087719
DCAF8L1,0.035087719
AMHR2,0.035087719
PHF23,0.035087719
ZNF142,0.035087719
C3orf20,0.035087719
PROKR1,0.035087719
NR2C2,0.035087719
NOS1AP,0.035087719
PNCK,0.035087719
ZBED1,0.035087719
DRD2,0.035087719
NAP1L2,0.035087719
PLA2G15,0.035087719
TRPV1,0.035087719
TRPV3,0.035087719
P2RY8,0.035087719
DZIP1,0.035087719
MMP28,0.035087719
BMP10,0.035087719
CSAD,0.035087719
ANKRD28,0.035087719
AAMP,0.035087719
SGOL1,0.035087719
ELP5,0.035087719
NUCKS1,0.035087719
C2CD5,0.035087719
SHANK3,0.035087719
FER1L5,0.035087719
NEK10,0.035087719
ZNF10,0.035087719
PRCC,0.035087719
ST8SIA1,0.035087719
SIK3,0.035087719
NR0B1,0.035087719
CNNM3,0.035087719
CPT1A,0.035087719
NRK,0.035087719
ZCWPW2,0.035087719
SMUG1,0.035087719
DKC1,0.035087719
SH2D2A,0.035087719
NGLY1,0.035087719
SOX5,0.035087719
ERCC6L,0.035087719
PPP2R3B,0.035087719
ZNF385D,0.035087719
TARBP2,0.035087719
GTPBP6,0.035087719
TMEM97,0.035087719
NXPE1,0.035087719
ADRA2B,0.035087719
NTRK1,0.035087719
NXPE4,0.035087719
SHANK2,0.035087719
HOXC13,0.035087719
CTAG2,0.035087719
ZCCHC18,0.035087719
AC016734.2,0.035087719
MXD1,0.035087719
CCDC174,0.035087719
OGG1,0.035087719
KRT85,0.035087719
SLCO2B1,0.035087719
PLEKHA6,0.035087719
ABCD1,0.035087719
SERPINE3,0.035087719
SEC13,0.035087719
FAM124A,0.035087719
VCX,0.035087719
SDF2,0.035087719
MPHOSPH10,0.035087719
XRRA1,0.035087719
RNF169,0.035087719
VGLL4,0.035087719
BTG4,0.035087719
PTPRN,0.035087719
SLFN13,0.035087719
SLC35G3,0.035087719
RNF219,0.035087719
TCEAL5,0.035087719
KRT81,0.035087719
C11orf30,0.035087719
CCDC140,0.035087719
TTLL3,0.035087719
EPHA4,0.035087719
GSG2,0.035087719
RAB34,0.035087719
SLC4A3,0.035087719
IL17RC,0.035087719
ITGAE,0.035087719
