gene_name,TCGA-STAD(Asian)(89)
NT5DC1,0.02247191
COL10A1,0.02247191
DSE,0.02247191
CD1D,0.02247191
PCMT1,0.02247191
F2RL3,0.02247191
SAFB2,0.02247191
PIGM,0.02247191
SLAMF9,0.02247191
CCZ1,0.02247191
EYA2,0.02247191
PMS2,0.02247191
AIMP2,0.02247191
H3F3C,0.02247191
MATN4,0.02247191
FAM220A,0.02247191
LRRCC1,0.02247191
C19orf70,0.02247191
LMO3,0.02247191
SLC22A6,0.02247191
C7orf26,0.02247191
SH3GL1,0.02247191
ZNF12,0.02247191
TP53TG5,0.02247191
RSPH10B2,0.02247191
PIK3C2G,0.02247191
PLCZ1,0.02247191
DDX11,0.02247191
MVB12A,0.02247191
C1GALT1,0.02247191
CADM3,0.02247191
ZNRF2,0.02247191
FBXL18,0.02247191
ELMO2,0.02247191
IQCE,0.02247191
ANKRD24,0.02247191
ATP6V0B,0.02247191
B4GALT5,0.02247191
KCNS1,0.02247191
PRMT9,0.02247191
CLDN19,0.02247191
ATF7IP,0.02247191
LSM5,0.02247191
SLC22A9,0.02247191
COPA,0.02247191
LY96,0.02247191
TTYH3,0.02247191
FAM63A,0.02247191
ABHD8,0.02247191
STAU1,0.02247191
B3GAT3,0.02247191
CPNE8,0.02247191
POTEB3,0.02247191
GHRHR,0.02247191
RADIL,0.02247191
ART4,0.02247191
ATP1A2,0.02247191
IGSF8,0.02247191
ZNF71,0.02247191
MIOS,0.02247191
HIBADH,0.02247191
ASIC1,0.02247191
NXF1,0.02247191
LDHB,0.02247191
KCNJ8,0.02247191
CDC20,0.02247191
CBX3,0.02247191
HNRNPA2B1,0.02247191
NFE2L3,0.02247191
CMAS,0.02247191
PLIN3,0.02247191
ACOT8,0.02247191
OR10J3,0.02247191
WFDC10A,0.02247191
RAPGEF5,0.02247191
MACC1,0.02247191
LRMP,0.02247191
ANXA9,0.02247191
BCAT1,0.02247191
FAM126A,0.02247191
KLHL7,0.02247191
OSBPL3,0.02247191
LINC00477,0.02247191
ETNK1,0.02247191
IGF2BP3,0.02247191
CCDC126,0.02247191
FAM221A,0.02247191
OR10J5,0.02247191
ZSWIM3,0.02247191
HNRNPUL2,0.02247191
PLIN4,0.02247191
CDH22,0.02247191
CD40,0.02247191
PLVAP,0.02247191
FAR2,0.02247191
DHRS4L1,0.02247191
ZNF582,0.02247191
HOXA10,0.02247191
PTHLH,0.02247191
AGMO,0.02247191
FCRL6,0.02247191
ZBTB3,0.02247191
HOXA7,0.02247191
CRP,0.02247191
PLIN5,0.02247191
PPFIBP1,0.02247191
SEMA6B,0.02247191
HOXA4,0.02247191
ZNF583,0.02247191
AHR,0.02247191
SNX13,0.02247191
ASUN,0.02247191
PIDD1,0.02247191
HOXA1,0.02247191
ZFP28,0.02247191
SPATA2,0.02247191
ZIM2,0.02247191
MICALL2,0.02247191
TRAM1,0.02247191
INCENP,0.02247191
BLVRA,0.02247191
PVRL4,0.02247191
LYSMD1,0.02247191
SGK2,0.02247191
TAS2R7,0.02247191
TFAP2C,0.02247191
C7orf25,0.02247191
FAM209B,0.02247191
EZR,0.02247191
FAM209A,0.02247191
TAGAP,0.02247191
SRSF6,0.02247191
LACTB2,0.02247191
OR10X1,0.02247191
FAM92A1,0.02247191
OR10Z1,0.02247191
SOD2,0.02247191
TAS2R10,0.02247191
NLRP13,0.02247191
RTFDC1,0.02247191
TCP1,0.02247191
PNLDC1,0.02247191
CSTF1,0.02247191
TUBA1A,0.02247191
CDH17,0.02247191
ADAMTS20,0.02247191
FADS3,0.02247191
RAB22A,0.02247191
NDUFAF6,0.02247191
INTS8,0.02247191
PMEPA1,0.02247191
ADAMTS4,0.02247191
OMA1,0.02247191
B4GALT3,0.02247191
MTHFD1L,0.02247191
CD1C,0.02247191
ZBTB2,0.02247191
CCDC170,0.02247191
HZGJ,0.02247191
FZR1,0.02247191
VIP,0.02247191
MCRS1,0.02247191
SLFNL1,0.02247191
CD1E,0.02247191
C8orf34,0.02247191
OPRM1,0.02247191
HMGB1P1,0.02247191
NLRP11,0.02247191
DEDD,0.02247191
TMOD4,0.02247191
NOX3,0.02247191
SCGB1D1,0.02247191
NLRP5,0.02247191
XKR9,0.02247191
FUT6,0.02247191
OR6N1,0.02247191
ANLN,0.02247191
AMIGO2,0.02247191
SLC38A4,0.02247191
GPR19,0.02247191
7-Sep,0.02247191
HERPUD2,0.02247191
PIAS4,0.02247191
RP11-478B9.1,0.02247191
TBX20,0.02247191
FUT3,0.02247191
CCDC30,0.02247191
POU6F2,0.02247191
ZBTB7A,0.02247191
WISP2,0.02247191
OR6N2,0.02247191
ADAP1,0.02247191
PLA2G16,0.02247191
C7orf50,0.02247191
NR2F6,0.02247191
GPRC5D,0.02247191
GPER1,0.02247191
HEBP1,0.02247191
CTSS,0.02247191
EPDR1,0.02247191
IFT22,0.02247191
SMOC2,0.02247191
CD84,0.02247191
ITLN2,0.02247191
CACNB3,0.02247191
RUNX1T1,0.02247191
CACTIN,0.02247191
CCNT1,0.02247191
RFX2,0.02247191
TAS2R43,0.02247191
PIP5K1C,0.02247191
CYP24A1,0.02247191
ZNF787,0.02247191
RPS6KA2,0.02247191
ZFR2,0.02247191
TMEM55A,0.02247191
TRGC1,0.02247191
PRR30,0.02247191
ZNF217,0.02247191
B4GALT2,0.02247191
HDAC7,0.02247191
OR6K6,0.02247191
CYP2D7,0.02247191
ENDOU,0.02247191
ATP9A,0.02247191
USE1,0.02247191
CLEC4M,0.02247191
MFSD2A,0.02247191
UMODL1,0.02247191
RC3H1,0.02247191
RABGAP1L,0.02247191
ZNF562,0.02247191
C6orf1,0.02247191
VDAC3,0.02247191
NUDT3,0.02247191
CMKLR1,0.02247191
MRPS15,0.02247191
EPHB4,0.02247191
STK31,0.02247191
SERPINB13,0.02247191
PWP1,0.02247191
OR8D1,0.02247191
PYCRL,0.02247191
OR8D2,0.02247191
OR8B2,0.02247191
DUSP15,0.02247191
CRY1,0.02247191
OR8B3,0.02247191
PCOLCE,0.02247191
OR8B12,0.02247191
PANX3,0.02247191
CHRNA6,0.02247191
CLK2,0.02247191
APPL2,0.02247191
OR5M1,0.02247191
VWA5A,0.02247191
EVA1C,0.02247191
CRYZL1,0.02247191
OR8D4,0.02247191
SLC39A7,0.02247191
TRIM46,0.02247191
RING1,0.02247191
OR4D5,0.02247191
TRPV4,0.02247191
PLAT,0.02247191
FAM222A,0.02247191
IKBKB,0.02247191
SH3D21,0.02247191
RFWD2,0.02247191
RGL2,0.02247191
LENG9,0.02247191
TAPBP,0.02247191
ZCCHC2,0.02247191
POLB,0.02247191
KIFC1,0.02247191
CFAP69,0.02247191
POLR3C,0.02247191
PUF60,0.02247191
LBHD1,0.02247191
ZNF812,0.02247191
ZSCAN4,0.02247191
MTX1,0.02247191
KIR3DX1,0.02247191
CLPS,0.02247191
TCHP,0.02247191
LY6D,0.02247191
PLAGL2,0.02247191
TMEM218,0.02247191
SPIC,0.02247191
POMK,0.02247191
TMX3,0.02247191
UTP20,0.02247191
CCDC102B,0.02247191
DOK6,0.02247191
SLC17A8,0.02247191
MCM7,0.02247191
TNFSF4,0.02247191
MOCS1,0.02247191
MYBPC1,0.02247191
SOCS6,0.02247191
UHRF1BP1L,0.02247191
ZSCAN21,0.02247191
FAM71C,0.02247191
DNALI1,0.02247191
LYNX1,0.02247191
CBLN2,0.02247191
NFIA,0.02247191
ASXL1,0.02247191
SLC9A7P1,0.02247191
POTEA,0.02247191
SLC25A45,0.02247191
C7orf43,0.02247191
PPP1R35,0.02247191
SSRP1,0.02247191
LHFPL5,0.02247191
DARS2,0.02247191
EID3,0.02247191
BRPF3,0.02247191
TXNRD1,0.02247191
SERPINB10,0.02247191
ZNF530,0.02247191
POMGNT1,0.02247191
HSP90B1,0.02247191
SERPINB8,0.02247191
PILRB,0.02247191
PAH,0.02247191
GAL3ST4,0.02247191
ARMC6,0.02247191
FGD2,0.02247191
NUP37,0.02247191
ROBO4,0.02247191
HUNK,0.02247191
PVRIG,0.02247191
LY6E,0.02247191
HEPACAM,0.02247191
CYP11B2,0.02247191
CCDC15,0.02247191
GPC2,0.02247191
SLC5A3,0.02247191
PARP10,0.02247191
CASP8AP2,0.02247191
PRRC2A,0.02247191
MX2,0.02247191
MROH7,0.02247191
NCDN,0.02247191
NCAN,0.02247191
ENTPD6,0.02247191
NFKBIL1,0.02247191
CRNN,0.02247191
LRRC24,0.02247191
EFEMP2,0.02247191
ZNF552,0.02247191
OR5I1,0.02247191
MFSD3,0.02247191
DLD,0.02247191
OR10AG1,0.02247191
OR7E5P,0.02247191
SNX32,0.02247191
RNF26,0.02247191
FBXW8,0.02247191
ADAM2,0.02247191
ABHD16A,0.02247191
USP2,0.02247191
LCA5L,0.02247191
RNFT2,0.02247191
PPAN-P2RY11,0.02247191
HCP5,0.02247191
ARHGAP39,0.02247191
KIFC2,0.02247191
STARD6,0.02247191
ZNF7,0.02247191
C7orf60,0.02247191
ZGLP1,0.02247191
NIM1K,0.02247191
POLI,0.02247191
ZBTB21,0.02247191
CST7,0.02247191
FGFR1,0.02247191
CFAP47,0.02247191
TDRD5,0.02247191
IMMP2L,0.02247191
MUC21,0.02247191
DCST2,0.02247191
TSGA10IP,0.02247191
HFE2,0.02247191
TRIAP1,0.02247191
HYOU1,0.02247191
DRAP1,0.02247191
C11orf68,0.02247191
FAM151A,0.02247191
HTRA4,0.02247191
TXNIP,0.02247191
WDR7,0.02247191
KIAA0319L,0.02247191
ZNF532,0.02247191
AGO3,0.02247191
ANKRD13A,0.02247191
HNRNPCL2,0.02247191
BOP1,0.02247191
LRWD1,0.02247191
ALKBH4,0.02247191
MC4R,0.02247191
SIM2,0.02247191
TTYH1,0.02247191
SCN3B,0.02247191
SH2B2,0.02247191
MORC3,0.02247191
RASAL2,0.02247191
CDH20,0.02247191
ITGA10,0.02247191
EHBP1L1,0.02247191
COL26A1,0.02247191
VPS29,0.02247191
OR6M1,0.02247191
REM1,0.02247191
ANAPC7,0.02247191
HM13,0.02247191
RUNX1,0.02247191
CLIC6,0.02247191
ATP2A2,0.02247191
OR5R1,0.02247191
GRINA,0.02247191
FBXL12,0.02247191
HSPA8,0.02247191
MSH5,0.02247191
RALGPS2,0.02247191
LHX5,0.02247191
RFXANK,0.02247191
SRPK2,0.02247191
ANGPTL6,0.02247191
SDS,0.02247191
ETS2,0.02247191
TRIM29,0.02247191
CYP4F2,0.02247191
CYP4F11,0.02247191
OR8J3,0.02247191
OR8K5,0.02247191
DMBX1,0.02247191
PBX2,0.02247191
DXO,0.02247191
OAS2,0.02247191
NUDT16P1,0.02247191
SFRP1,0.02247191
OAS3,0.02247191
RNA5SP206,0.02247191
PTPN11,0.02247191
LILRA5,0.02247191
PPT2,0.02247191
COL8A2,0.02247191
AGER,0.02247191
FBXO15,0.02247191
KIR3DL3,0.02247191
CTB-61M7.1,0.02247191
SLC26A10,0.02247191
ZHX1,0.02247191
MMACHC,0.02247191
NT5C1A,0.02247191
MB21D1,0.02247191
EEF1A1,0.02247191
CYP27B1,0.02247191
CCDC77,0.02247191
CLDN12,0.02247191
OS9,0.02247191
B4GALNT3,0.02247191
STEAP2,0.02247191
STEAP1,0.02247191
RB1CC1,0.02247191
SENP6,0.02247191
HTR1B,0.02247191
C7orf62,0.02247191
STEAP4,0.02247191
IRAK1BP1,0.02247191
DBF4,0.02247191
HMGN3,0.02247191
ERC1,0.02247191
WNT5B,0.02247191
KIF5A,0.02247191
TOE1,0.02247191
IMPDH1P6,0.02247191
RALY,0.02247191
ELOVL4,0.02247191
MSRB3,0.02247191
DYRK2,0.02247191
CAND1,0.02247191
GLYATL2,0.02247191
PABPC4,0.02247191
BTG3,0.02247191
GLYATL1,0.02247191
SYT11,0.02247191
ELANE,0.02247191
ELL,0.02247191
RPSAP52,0.02247191
VPS26B,0.02247191
USP25,0.02247191
AVPR1A,0.02247191
WIF1,0.02247191
MED16,0.02247191
XPOT,0.02247191
ATP1B1,0.02247191
C12orf56,0.02247191
FAM111B,0.02247191
OGFRL1,0.02247191
ERVW-1,0.02247191
SAMSN1,0.02247191
SRGAP1,0.02247191
TMEM5,0.02247191
SBNO2,0.02247191
ADIPOR2,0.02247191
AZGP1,0.02247191
C12orf5,0.02247191
ZNF749,0.02247191
CCDC146,0.02247191
GSS,0.02247191
RARS2,0.02247191
ORC3,0.02247191
RDH16,0.02247191
SDR9C7,0.02247191
LRRC8E,0.02247191
POGK,0.02247191
POMZP3,0.02247191
PNRC1,0.02247191
PPP6R1,0.02247191
PTPRH,0.02247191
GABRR1,0.02247191
COLEC10,0.02247191
BAZ2A,0.02247191
LYN,0.02247191
P3H3,0.02247191
HSPBP1,0.02247191
NDUFA9,0.02247191
KCNA6,0.02247191
KCNA1,0.02247191
SPRYD4,0.02247191
KCNA5,0.02247191
ZBTB39,0.02247191
RSBN1L,0.02247191
BCKDHB,0.02247191
CYB5R4,0.02247191
MARS,0.02247191
OAZ3,0.02247191
RCSD1,0.02247191
MTBP,0.02247191
LYPLA1,0.02247191
PGM3,0.02247191
MRPL13,0.02247191
OR5A2,0.02247191
DEPTOR,0.02247191
BAGE2,0.02247191
DSCC1,0.02247191
P3H1,0.02247191
TMEM194A,0.02247191
P3H2,0.02247191
OR5A1,0.02247191
KDF1,0.02247191
CIRBP,0.02247191
SNHG5,0.02247191
NAB2,0.02247191
HTR1E,0.02247191
C1orf177,0.02247191
CCT3,0.02247191
PHTF2,0.02247191
TEAD4,0.02247191
IL26,0.02247191
E2F1,0.02247191
SELP,0.02247191
KRTAP27-1,0.02247191
KCNG2,0.02247191
DCN,0.02247191
SUCO,0.02247191
EPYC,0.02247191
MRPL2,0.02247191
CCER1,0.02247191
INPP5B,0.02247191
PTCD1,0.02247191
PIGC,0.02247191
FMO5,0.02247191
CRTC1,0.02247191
TMTC3,0.02247191
KCNK9,0.02247191
DLK2,0.02247191
BPIFB2,0.02247191
BPIFB6,0.02247191
BPIFB3,0.02247191
KRTAP26-1,0.02247191
KLHL26,0.02247191
XPO5,0.02247191
BPIFB4,0.02247191
ETS1,0.02247191
ACP6,0.02247191
CAPN1,0.02247191
FOXRED1,0.02247191
SRPR,0.02247191
TFPI2,0.02247191
COMMD7,0.02247191
NEDD1,0.02247191
CDK17,0.02247191
ZNF317,0.02247191
GNL2,0.02247191
HAL,0.02247191
KIR2DL4,0.02247191
PGC,0.02247191
CYP3A4,0.02247191
DPF2,0.02247191
TSHZ1,0.02247191
FGD6,0.02247191
KRTAP19-6,0.02247191
FAM118B,0.02247191
GPR20,0.02247191
NBPF13P,0.02247191
TRERF1,0.02247191
ZSCAN25,0.02247191
PTK2,0.02247191
CDC42EP2,0.02247191
POLA2,0.02247191
RP11-337C18.8,0.02247191
EEA1,0.02247191
ATP9B,0.02247191
GNMT,0.02247191
KRTAP24-1,0.02247191
TSPAN19,0.02247191
SLC6A15,0.02247191
OR52A4P,0.02247191
TRHDE,0.02247191
DEFB112,0.02247191
TFAP2D,0.02247191
TFAP2B,0.02247191
ZNF772,0.02247191
PON2,0.02247191
RBSN,0.02247191
MCM3,0.02247191
PAQR8,0.02247191
VPS51,0.02247191
POU5F1B,0.02247191
SGCE,0.02247191
PPFIA2,0.02247191
POLRMT,0.02247191
CNOT2,0.02247191
ICK,0.02247191
FBXO9,0.02247191
PPIAL4D,0.02247191
EPS8L1,0.02247191
SPATA19,0.02247191
SLC35E3,0.02247191
PPP1R12C,0.02247191
HCRTR2,0.02247191
SELE,0.02247191
GSDMC,0.02247191
APP,0.02247191
FCAR,0.02247191
GLIPR1L2,0.02247191
ACSS3,0.02247191
KIR2DS4,0.02247191
SLA,0.02247191
FMO1,0.02247191
SPATS1,0.02247191
SUPT3H,0.02247191
MBD3L1,0.02247191
OTOGL,0.02247191
OR9Q1,0.02247191
LRRC6,0.02247191
SPDYC,0.02247191
BPIFB1,0.02247191
PLA2G7,0.02247191
USP16,0.02247191
PRDM10,0.02247191
MEP1A,0.02247191
OSBPL8,0.02247191
ST14,0.02247191
ZBTB44,0.02247191
GPBP1L1,0.02247191
GORAB,0.02247191
ADAMTS15,0.02247191
CYYR1,0.02247191
ARL14EP,0.02247191
CDR2L,0.02247191
DCUN1D2,0.02247191
SLC25A38,0.02247191
RGS11,0.02247191
PDIA2,0.02247191
Z97634.3,0.02247191
MYRIP,0.02247191
PHKA1,0.02247191
AMPD2,0.02247191
CCR8,0.02247191
CCL4L1,0.02247191
RAB40C,0.02247191
MYPOP,0.02247191
AC015849.16,0.02247191
UBIAD1,0.02247191
ACSL5,0.02247191
NAP1L2,0.02247191
CASP7,0.02247191
MPG,0.02247191
JMJD8,0.02247191
AATF,0.02247191
VWA2,0.02247191
KIF15,0.02247191
DUSP14,0.02247191
ASB7,0.02247191
ZKSCAN7,0.02247191
AC025048.1,0.02247191
ITGB1BP2,0.02247191
ZBTB47,0.02247191
ACRC,0.02247191
SNRK,0.02247191
POMGNT2,0.02247191
NHSL2,0.02247191
OR4F15,0.02247191
MRM1,0.02247191
CDX4,0.02247191
TAF15,0.02247191
AKR1C1,0.02247191
CLCN7,0.02247191
RSPH6A,0.02247191
TGFBR2,0.02247191
SLFN5,0.02247191
ZCWPW2,0.02247191
C16orf91,0.02247191
SLC35G3,0.02247191
SLC4A7,0.02247191
ZNF860,0.02247191
PTX4,0.02247191
LRRC3B,0.02247191
OXSM,0.02247191
GPR61,0.02247191
RARB,0.02247191
RLIM,0.02247191
STT3B,0.02247191
PITRM1,0.02247191
CCDC78,0.02247191
STAC,0.02247191
WDR37,0.02247191
MSLN,0.02247191
GOLGA4,0.02247191
FOXA3,0.02247191
EPM2AIP1,0.02247191
LPIN1,0.02247191
CHTF18,0.02247191
SLFN12,0.02247191
PDCD6IP,0.02247191
GNG13,0.02247191
PRR25,0.02247191
GLB1,0.02247191
SHOC2,0.02247191
SLFN12L,0.02247191
CLEC3B,0.02247191
CDCP1,0.02247191
AC090825.1,0.02247191
PEX11A,0.02247191
MAN1B1,0.02247191
KIF7,0.02247191
RNF144A,0.02247191
FBXO47,0.02247191
RHOA,0.02247191
PJA1,0.02247191
CCDC36,0.02247191
AMIGO3,0.02247191
PNMAL1,0.02247191
FAM155B,0.02247191
GSTM5,0.02247191
USP19,0.02247191
ZNF710,0.02247191
QRICH1,0.02247191
OPHN1,0.02247191
IP6K1,0.02247191
DNM1P46,0.02247191
ABHD2,0.02247191
EDA2R,0.02247191
HYAL2,0.02247191
NAT6,0.02247191
PNMAL2,0.02247191
ENTPD2,0.02247191
SEMA3B,0.02247191
SLC38A3,0.02247191
CDHR4,0.02247191
SEMA3F,0.02247191
RBM5,0.02247191
CLCN6,0.02247191
ALLC,0.02247191
TRAIP,0.02247191
UBA7,0.02247191
IMPDH2,0.02247191
IDH2,0.02247191
WDR6,0.02247191
TRUB1,0.02247191
GFRA1,0.02247191
KLHL18,0.02247191
CCDC61,0.02247191
TOR4A,0.02247191
TEX11,0.02247191
TBC1D3F,0.02247191
FAM160B1,0.02247191
ANAPC2,0.02247191
CCR3,0.02247191
XCR1,0.02247191
CCR9,0.02247191
MEF2A,0.02247191
SLC6A20,0.02247191
IL2RG,0.02247191
ELP6,0.02247191
TUBB4B,0.02247191
SMARCC1,0.02247191
DHX30,0.02247191
CDC25A,0.02247191
SV2B,0.02247191
P2RY4,0.02247191
PRC1,0.02247191
SHISA5,0.02247191
PFKFB4,0.02247191
ITGB1BP1,0.02247191
PNLIPRP1,0.02247191
ASAP2,0.02247191
IQGAP1,0.02247191
IP6K2,0.02247191
PNLIPRP2,0.02247191
GDPGP1,0.02247191
SIX5,0.02247191
UPRT,0.02247191
GPR149,0.02247191
NAGPA,0.02247191
AQP12B,0.02247191
CAPN10,0.02247191
UBN1,0.02247191
PPL,0.02247191
MYEOV2,0.02247191
RPA4,0.02247191
ALG1,0.02247191
PPP1R7,0.02247191
XRCC6P5,0.02247191
C16orf89,0.02247191
MFSD2B,0.02247191
BLMH,0.02247191
DCLRE1C,0.02247191
PER2,0.02247191
KIF1A,0.02247191
NT5C2,0.02247191
WBP1L,0.02247191
NEU4,0.02247191
ADAP2,0.02247191
CHM,0.02247191
PHYH,0.02247191
CLSTN1,0.02247191
GDF7,0.02247191
FOSB,0.02247191
BEND7,0.02247191
CRLF3,0.02247191
PRPF18,0.02247191
GLIS2,0.02247191
CORO7-PAM16,0.02247191
CORO7,0.02247191
INA,0.02247191
ATAD5,0.02247191
SYTL4,0.02247191
EXOC3L2,0.02247191
SPX,0.02247191
ENO1,0.02247191
INPP5D,0.02247191
NEU2,0.02247191
STAM,0.02247191
GIGYF2,0.02247191
SLC2A7,0.02247191
RPL36A,0.02247191
CHRNG,0.02247191
CRYBA1,0.02247191
FAM228A,0.02247191
ITSN2,0.02247191
DIS3L2,0.02247191
PDE6D,0.02247191
NKPD1,0.02247191
PKD1P6,0.02247191
DRP2,0.02247191
UGT1A1,0.02247191
RPP38,0.02247191
ANKRD13B,0.02247191
NMT2,0.02247191
CIITA,0.02247191
ACKR3,0.02247191
IQCA1,0.02247191
GBX2,0.02247191
SH3BP4,0.02247191
FAM188A,0.02247191
VIM,0.02247191
C1QL3,0.02247191
HJURP,0.02247191
SUFU,0.02247191
TAOK1,0.02247191
UGT1A4,0.02247191
TXNDC11,0.02247191
SETMAR,0.02247191
ZNF174,0.02247191
ZNF711,0.02247191
IL15RA,0.02247191
COX7B,0.02247191
SNRPD2,0.02247191
C3orf20,0.02247191
SMNDC1,0.02247191
GRIP2,0.02247191
TMEM43,0.02247191
PGD,0.02247191
VSNL1,0.02247191
TAF9B,0.02247191
WNT7A,0.02247191
GTF2B,0.02247191
IQSEC1,0.02247191
RBM17,0.02247191
E4F1,0.02247191
MAGT1,0.02247191
ASB13,0.02247191
TIGD7,0.02247191
PLCL2,0.02247191
PDCD4,0.02247191
QPCTL,0.02247191
HAGH,0.02247191
EFHB,0.02247191
TUBAL3,0.02247191
TBC1D5,0.02247191
NET1,0.02247191
METTL6,0.02247191
OXNAD1,0.02247191
MAGEE1,0.02247191
ANKRD28,0.02247191
BTD,0.02247191
TBL3,0.02247191
EAF1,0.02247191
PFKFB3,0.02247191
ECI1,0.02247191
SSC4D,0.02247191
CDC123,0.02247191
TTLL3,0.02247191
DHTKD1,0.02247191
CLDN6,0.02247191
PPM1N,0.02247191
THOC6,0.02247191
MMP25,0.02247191
THUMPD3,0.02247191
P2RY10,0.02247191
WDR35,0.02247191
EVI2B,0.02247191
LZIC,0.02247191
RINL,0.02247191
MATN3,0.02247191
OPTN,0.02247191
RPUSD3,0.02247191
PAQR4,0.02247191
ECH1,0.02247191
LGALS4,0.02247191
SH3PXD2A,0.02247191
AC022007.5,0.02247191
SLK,0.02247191
GBP3,0.02247191
SUZ12,0.02247191
ITPRIP,0.02247191
KCNS3,0.02247191
SLC6A11,0.02247191
HRH1,0.02247191
FAM46D,0.02247191
ZNF207,0.02247191
ADD3,0.02247191
PRKCQ,0.02247191
DET1,0.02247191
VSIG4,0.02247191
NPPB,0.02247191
PORCN,0.02247191
ZNF527,0.02247191
TTC25,0.02247191
ANXA2,0.02247191
KLHL11,0.02247191
OR2C3,0.02247191
CASP9,0.02247191
LACTB,0.02247191
ACAD9,0.02247191
C3orf22,0.02247191
APH1B,0.02247191
KLF15,0.02247191
SNX1,0.02247191
SNX22,0.02247191
HDAC6,0.02247191
SSX3,0.02247191
TOR1A,0.02247191
PTPRE,0.02247191
ZNF630,0.02247191
PLEKHM2,0.02247191
ZNF496,0.02247191
RHO,0.02247191
MBD4,0.02247191
ASB6,0.02247191
ZNF81,0.02247191
ALDH1A2,0.02247191
LDHAL6B,0.02247191
AQP9,0.02247191
ZNF114,0.02247191
FAM63B,0.02247191
CNP,0.02247191
GP9,0.02247191
MYO1E,0.02247191
MUC13,0.02247191
RP11-71H17.7,0.02247191
KIAA2013,0.02247191
DIS3L,0.02247191
C10orf90,0.02247191
NTNG2,0.02247191
KRT19,0.02247191
GTF2E1,0.02247191
DENND4A,0.02247191
MEGF11,0.02247191
KRT13,0.02247191
EAF2,0.02247191
GPR156,0.02247191
GSK3B,0.02247191
PLA1A,0.02247191
CD80,0.02247191
TMEM39A,0.02247191
KRT32,0.02247191
CCDC120,0.02247191
CLPX,0.02247191
FOXI2,0.02247191
CXXC5,0.02247191
CELA2A,0.02247191
JUP,0.02247191
OR6F1,0.02247191
RBPMS2,0.02247191
AC215219.2,0.02247191
KRT17,0.02247191
FAM78A,0.02247191
CD86,0.02247191
KRT16,0.02247191
PRRC2B,0.02247191
POMT1,0.02247191
KCND1,0.02247191
GRIPAP1,0.02247191
FAM196A,0.02247191
DYX1C1,0.02247191
COL6A5,0.02247191
ASTE1,0.02247191
CASK,0.02247191
TM4SF4,0.02247191
NYX,0.02247191
HPS3,0.02247191
ZNF567,0.02247191
GYG1,0.02247191
CPB1,0.02247191
SDCCAG8,0.02247191
SPG11,0.02247191
ZNF790,0.02247191
PLOD2,0.02247191
GATM,0.02247191
SLC9A9,0.02247191
MLX,0.02247191
SSX2IP,0.02247191
EZH1,0.02247191
EIF3J,0.02247191
CCPG1,0.02247191
PDIA3,0.02247191
ZNF382,0.02247191
STRC,0.02247191
CKMT1A,0.02247191
AADACL2,0.02247191
OPN3,0.02247191
RNU6-354P,0.02247191
P2RY14,0.02247191
ZNF461,0.02247191
DBP,0.02247191
CIZ1,0.02247191
MFAP1,0.02247191
MED14,0.02247191
GOLGA2,0.02247191
FRMD5,0.02247191
SLC24A5,0.02247191
COASY,0.02247191
DESI2,0.02247191
INPP5A,0.02247191
KY,0.02247191
TMOD3,0.02247191
CEP63,0.02247191
RYK,0.02247191
UBA1,0.02247191
GNB5,0.02247191
SYNGR4,0.02247191
DUT,0.02247191
ZNF157,0.02247191
SLC25A34,0.02247191
NPHP3,0.02247191
ZNF124,0.02247191
SYN1,0.02247191
CCDC114,0.02247191
PCCB,0.02247191
CNST,0.02247191
ZBTB17,0.02247191
ZNF585A,0.02247191
SLC9A7,0.02247191
DBR1,0.02247191
VENTX,0.02247191
USP8,0.02247191
ESYT3,0.02247191
DTWD1,0.02247191
FAM227B,0.02247191
ZNF420,0.02247191
LPAR3,0.02247191
TBC1D13,0.02247191
COPB2,0.02247191
TUBGCP2,0.02247191
EFCAB2,0.02247191
PRICKLE3,0.02247191
MMP21,0.02247191
KRT31,0.02247191
HESX1,0.02247191
CCR7,0.02247191
PDHB,0.02247191
ZNF692,0.02247191
MTHFS,0.02247191
FAM69B,0.02247191
FAM110C,0.02247191
IL17RD,0.02247191
FAM107A,0.02247191
WIPF2,0.02247191
MESDC1,0.02247191
C15orf26,0.02247191
AADACL3,0.02247191
EFTUD1,0.02247191
TMEM18,0.02247191
PRAMEF1,0.02247191
CTSH,0.02247191
DPF1,0.02247191
PRAMEF4,0.02247191
FRMD4B,0.02247191
LMOD3,0.02247191
SEC23IP,0.02247191
TMF1,0.02247191
SH2D7,0.02247191
WDR61,0.02247191
PRICKLE2,0.02247191
MORF4L1,0.02247191
PSMD6,0.02247191
INPP5E,0.02247191
PSMA4,0.02247191
KRT24,0.02247191
ARHGAP35,0.02247191
HNRNPCL1,0.02247191
PRKCD,0.02247191
SFMBT1,0.02247191
MSL1,0.02247191
MIIP,0.02247191
ZSCAN2,0.02247191
PNMT,0.02247191
TRAPPC12,0.02247191
IQCF2,0.02247191
PTGDS,0.02247191
ZNF592,0.02247191
RAD54L2,0.02247191
NR1D1,0.02247191
VPRBP,0.02247191
STARD3,0.02247191
NEUROD2,0.02247191
MAPKAPK3,0.02247191
KLHL25,0.02247191
VAX1,0.02247191
TNFRSF8,0.02247191
PRKD2,0.02247191
TNFRSF1B,0.02247191
ARHGEF9,0.02247191
ZXDA,0.02247191
AHCYL1,0.02247191
TLR9,0.02247191
FAAH2,0.02247191
